"","sex","tissue","comparison","direction","gene","lfc","padj","logpadj"
"1","female","gonad","eggs vs. chicks","chicks","OVALX",6.17292190934136,0.00705135047744658,2.15172769879079
"2","female","gonad","eggs vs. chicks","chicks","LOC101749216",5.19375383835196,2.44977689434551e-06,5.61087346582593
"3","female","gonad","eggs vs. chicks","chicks","BPIFB2",4.94711507795932,0.00522506068542057,2.28190866116136
"4","female","gonad","eggs vs. chicks","chicks","OvoDA1",4.89819903331522,0.000268984344850601,3.57027299562155
"5","female","gonad","eggs vs. chicks","chicks","CDC20B",4.07239625182937,2.9873907127164e-10,9.5247079734856
"6","female","gonad","eggs vs. chicks","chicks","WFIKKN2",4.00714909639099,0.019018440393535,1.72082510024051
"7","female","gonad","eggs vs. chicks","chicks","OVALY",3.94746060580691,0.0322773236833845,1.49110248255355
"8","female","gonad","eggs vs. chicks","chicks","OCX36",3.63763733232302,0.0168344774268733,1.77380036036575
"9","female","gonad","eggs vs. chicks","chicks","AGRP",3.48828290497474,0.00292235277856092,2.53426735837625
"10","female","gonad","eggs vs. chicks","chicks","GCM1",2.8397354752929,0.00871898704057029,2.05953396784777
"11","female","gonad","eggs vs. chicks","chicks","LOC101750121",2.80327031368763,0.000807048512149142,3.09310035880278
"12","female","gonad","eggs vs. chicks","chicks","AvBD11",2.772279647959,0.0128288120383273,1.89181355789522
"13","female","gonad","eggs vs. chicks","chicks","ZP1",2.72620327354601,0.00124530013091959,2.90472596624402
"14","female","gonad","eggs vs. chicks","chicks","SULT1C3",2.69688899162235,0.019731716826459,1.70483512580612
"15","female","gonad","eggs vs. chicks","chicks","CA8",2.6716307089236,0.000147977819994858,3.82980337498148
"16","female","gonad","eggs vs. chicks","chicks","SPINK7",2.6459884140884,0.078114019472168,1.10727101435578
"17","female","gonad","eggs vs. chicks","chicks","LOC107053409",2.62858318135548,0.0277479481318521,1.55676912598134
"18","female","gonad","eggs vs. chicks","chicks","COL10A1",2.60056260502026,0.0166363080891167,1.77894304549848
"19","female","gonad","eggs vs. chicks","chicks","SPINK5",2.59700061785755,0.013279324646209,1.87682401155557
"20","female","gonad","eggs vs. chicks","chicks","IL20RB",2.51945821007926,0.0143286773841079,1.84379389552681
"21","female","gonad","eggs vs. chicks","chicks","RBP",2.44307942524096,0.00755517016168299,2.12175574979647
"22","female","gonad","eggs vs. chicks","chicks","FOXN4",2.42085693605333,1.8335951888923e-06,5.73669653924165
"23","female","gonad","eggs vs. chicks","chicks","WFDC2",2.39348258232389,0.049720680440169,1.30346293655918
"24","female","gonad","eggs vs. chicks","chicks","REG4",2.02448839838648,0.0965632283761709,1.01518822300061
"25","female","gonad","eggs vs. chicks","chicks","LOC428250",2.01125453521316,0.0357837831319594,1.44631374687426
"26","female","gonad","eggs vs. chicks","chicks","PI15",1.91780948446954,0.0197523838824106,1.70438048259452
"27","female","gonad","eggs vs. chicks","chicks","SLC26A7",1.88958696373039,0.0421347189361802,1.37535989873747
"28","female","gonad","eggs vs. chicks","chicks","GHRH-LR",1.88161544240988,0.00435927045518017,2.36058618591494
"29","female","gonad","eggs vs. chicks","chicks","TEKT5",1.83424675842555,0.00681103687564265,2.16678676839677
"30","female","gonad","eggs vs. chicks","chicks","LOC101749727",1.77154874244841,0.00317945313740752,2.49764757178598
"31","female","gonad","eggs vs. chicks","chicks","CCDC67",1.71134686067854,0.0309360748520139,1.50953479012761
"32","female","gonad","eggs vs. chicks","chicks","LOC107050569",1.70449526252075,0.0935034436311361,1.02917239423486
"33","female","gonad","eggs vs. chicks","chicks","ADORA1",1.66992804010874,0.0137538672141986,1.86157517284111
"34","female","gonad","eggs vs. chicks","chicks","TF",1.61158087965567,0.0786175402376395,1.10448054838074
"35","female","gonad","eggs vs. chicks","chicks","NWD2",1.59750417351275,0.000646172532109892,3.18965150717669
"36","female","gonad","eggs vs. chicks","chicks","SOX17",1.59648465105969,0.00217113537180237,2.66331309713798
"37","female","gonad","eggs vs. chicks","chicks","SLC10A4",1.59365890124497,0.00675112769760984,2.17062367725147
"38","female","gonad","eggs vs. chicks","chicks","GMNC",1.59253652712674,0.00960679367840349,2.01742153638203
"39","female","gonad","eggs vs. chicks","chicks","CHST4",1.53262848794885,0.0273545778340895,1.56296998334457
"40","female","gonad","eggs vs. chicks","chicks","RNF43",1.52540705522321,0.00222500524870292,2.65266896019764
"41","female","gonad","eggs vs. chicks","chicks","ST8SIA3",1.50586454199466,0.0323625248751401,1.48995760274071
"42","female","gonad","eggs vs. chicks","chicks","BCL11B",1.50301545731081,0.0029773235760986,2.5261739635805
"43","female","gonad","eggs vs. chicks","chicks","CKMT1A",1.49247890950281,0.0142297679551388,1.84680218189916
"44","female","gonad","eggs vs. chicks","chicks","TSGA10",1.47460916361722,0.00380459044674016,2.41969208693385
"45","female","gonad","eggs vs. chicks","chicks","SEMA3G",1.47285917351097,0.00168508268581703,2.77337878374634
"46","female","gonad","eggs vs. chicks","chicks","LOC101750367",1.47121872487416,0.0924517398786655,1.03408491130207
"47","female","gonad","eggs vs. chicks","chicks","MUC2",1.46962942709856,0.0884688427319461,1.05320965373246
"48","female","gonad","eggs vs. chicks","chicks","RIMBP2",1.46353761787488,0.0119436804833378,1.92286182334895
"49","female","gonad","eggs vs. chicks","chicks","SI",1.45761542283162,0.069152793096692,1.16019027394971
"50","female","gonad","eggs vs. chicks","chicks","GPX2",1.43022713199888,0.0599024967572761,1.22255507568565
"51","female","gonad","eggs vs. chicks","chicks","OPRM1",1.38861679327947,0.0541290456053721,1.2665696302519
"52","female","gonad","eggs vs. chicks","chicks","FAM167A",1.38481953163373,0.0596847183942937,1.22413685089055
"53","female","gonad","eggs vs. chicks","chicks","ANO9",1.36922505587962,0.0120591759873822,1.91868236685252
"54","female","gonad","eggs vs. chicks","chicks","HK3",1.35830984996681,0.024536761436366,1.61018275958503
"55","female","gonad","eggs vs. chicks","chicks","F13B",1.31870870840993,0.0164732217638524,1.78322145502394
"56","female","gonad","eggs vs. chicks","chicks","MPPED2",1.31864550207099,0.000136472673969687,3.86495429904243
"57","female","gonad","eggs vs. chicks","chicks","SPTSSB",1.31153143496112,0.0737961188372506,1.13196647844646
"58","female","gonad","eggs vs. chicks","chicks","CENPA",1.30227253110759,0.00292235277856092,2.53426735837625
"59","female","gonad","eggs vs. chicks","chicks","CLIC6",1.28789128608331,0.0511025952826855,1.29155704334223
"60","female","gonad","eggs vs. chicks","chicks","TLDC2",1.28046276575271,0.0575002200287933,1.24033049344762
"61","female","gonad","eggs vs. chicks","chicks","SRMS",1.27997247019148,0.00495038190622867,2.30536129533516
"62","female","gonad","eggs vs. chicks","chicks","KCNA6",1.27994247084205,0.011826576090747,1.92714096966815
"63","female","gonad","eggs vs. chicks","chicks","CALB1",1.27534843657544,0.0689356373395771,1.16155620481696
"64","female","gonad","eggs vs. chicks","chicks","LOC422150",1.2489368142645,0.0680897579024085,1.16691820998137
"65","female","gonad","eggs vs. chicks","chicks","CELSR1",1.24194150551521,0.0351816317870082,1.45368402105655
"66","female","gonad","eggs vs. chicks","chicks","LOC100859696",1.23866474863479,0.00166295727834136,2.77911890773714
"67","female","gonad","eggs vs. chicks","chicks","ENS-3",1.23399507153427,0.0973154543713092,1.01181818526899
"68","female","gonad","eggs vs. chicks","chicks","SLC27A6",1.2179073990549,0.0201774558047784,1.69513359526479
"69","female","gonad","eggs vs. chicks","chicks","SPDEF",1.21433254794625,0.0578208710613484,1.23791537004538
"70","female","gonad","eggs vs. chicks","chicks","KIAA1324L",1.19248778304799,0.00675112769760984,2.17062367725147
"71","female","gonad","eggs vs. chicks","chicks","TMEM45B",1.18785708827545,0.0901983471857238,1.04480142049239
"72","female","gonad","eggs vs. chicks","chicks","LOC771917",1.17228604154036,0.0663014677450278,1.17847685731905
"73","female","gonad","eggs vs. chicks","chicks","NCMAP",1.16562912358538,0.0097082291938982,2.01285997930443
"74","female","gonad","eggs vs. chicks","chicks","NRG2",1.1552487327857,0.00302800043151416,2.51884406728154
"75","female","gonad","eggs vs. chicks","chicks","RASAL1",1.1515744193269,0.047957248082937,1.31914574585435
"76","female","gonad","eggs vs. chicks","chicks","PRRT3",1.1499625678305,0.0776777422958644,1.10970340568884
"77","female","gonad","eggs vs. chicks","chicks","CCDC42B",1.14820581119491,0.0959408268140979,1.01799654312202
"78","female","gonad","eggs vs. chicks","chicks","SIGIRR",1.1298100032044,0.0850685648509603,1.07023089389741
"79","female","gonad","eggs vs. chicks","chicks","HS2ST1",1.12662194554865,0.00407104130195083,2.39029449154879
"80","female","gonad","eggs vs. chicks","chicks","LOC100859272",1.11105342631363,0.0737961188372506,1.13196647844646
"81","female","gonad","eggs vs. chicks","chicks","KIF18B",1.09306894693673,0.00156146482742175,2.80646779396897
"82","female","gonad","eggs vs. chicks","chicks","ZBTB7B",1.07963369446829,0.00755977232528024,2.12149128377966
"83","female","gonad","eggs vs. chicks","chicks","RAB3B",1.07070872103177,0.0097082291938982,2.01285997930443
"84","female","gonad","eggs vs. chicks","chicks","LCK",1.06280027106855,0.073351689070433,1.13458988120007
"85","female","gonad","eggs vs. chicks","chicks","FEV",1.06204805686853,0.0578094536984185,1.23800113470521
"86","female","gonad","eggs vs. chicks","chicks","PSD2",1.05906339336464,0.012599016936949,1.89966334024072
"87","female","gonad","eggs vs. chicks","chicks","LRRC48",1.05718375623842,0.0663837411585144,1.17793827589977
"88","female","gonad","eggs vs. chicks","chicks","KLHDC8A",1.04593641568562,0.00124530013091959,2.90472596624402
"89","female","gonad","eggs vs. chicks","chicks","WFIKKN1",1.0450310731531,0.0433397138686357,1.36311396024469
"90","female","gonad","eggs vs. chicks","chicks","EPPK1",1.044827977107,0.0197523838824106,1.70438048259452
"91","female","gonad","eggs vs. chicks","chicks","ASIC4",1.04247909185331,0.0237771498353998,1.62384020543404
"92","female","gonad","eggs vs. chicks","chicks","ROBO1",1.02787434972024,0.0929728256325414,1.03164396975126
"93","female","gonad","eggs vs. chicks","chicks","PLA2G12B",1.02319491789196,0.0103654563047939,1.98441157477687
"94","female","gonad","eggs vs. chicks","chicks","INCENP",1.02093803013938,3.72596368362382e-05,4.42876138241848
"95","female","gonad","eggs vs. chicks","chicks","TMEM79",1.00098023362572,0.0322511765337685,1.49145443753094
"96","female","gonad","eggs vs. chicks","chicks","ESPN",0.983561948755953,0.0694814894519682,1.15813088029636
"97","female","gonad","eggs vs. chicks","chicks","SEBOX",0.974201724559144,0.0478888739477522,1.31976537477671
"98","female","gonad","eggs vs. chicks","chicks","LOC107049603",0.967577613332475,0.0813448798946697,1.08966977774214
"99","female","gonad","eggs vs. chicks","chicks","LOC395991",0.964746495207833,0.00959211641218244,2.01808555917717
"100","female","gonad","eggs vs. chicks","chicks","HSD11B2L",0.958598122040114,0.0476237049618131,1.32217682098741
"101","female","gonad","eggs vs. chicks","chicks","KIAA1522",0.955769667529222,0.00317945313740752,2.49764757178598
"102","female","gonad","eggs vs. chicks","chicks","LOC107051352",0.955289452717833,0.0574850454970691,1.24044512057661
"103","female","gonad","eggs vs. chicks","chicks","LOC422106",0.949073326807448,0.0158738220899014,1.79931849147445
"104","female","gonad","eggs vs. chicks","chicks","EVPL",0.944120476529681,0.0651210474182645,1.18627862279462
"105","female","gonad","eggs vs. chicks","chicks","LOC100857622",0.93980892779085,0.00174968151150521,2.75704099724732
"106","female","gonad","eggs vs. chicks","chicks","MYCN",0.932566549856007,0.00982648237413616,2.00760192051022
"107","female","gonad","eggs vs. chicks","chicks","PPARGC1B",0.930165598919444,0.0124381493741541,1.90524423189447
"108","female","gonad","eggs vs. chicks","chicks","PTPRR",0.926774972508891,0.0952292727847149,1.02122953213309
"109","female","gonad","eggs vs. chicks","chicks","MST1",0.920544756644497,0.042255325957168,1.37411854380227
"110","female","gonad","eggs vs. chicks","chicks","SLCO2B1",0.911461232009172,0.00794373066390175,2.09997548923123
"111","female","gonad","eggs vs. chicks","chicks","COL18A1",0.909195939210343,0.000158939570683448,3.79876796440369
"112","female","gonad","eggs vs. chicks","chicks","MGAT4C",0.905356594514767,0.018081464211141,1.74276640388991
"113","female","gonad","eggs vs. chicks","chicks","CASP6",0.900177217659394,0.0272899328393968,1.56399753312876
"114","female","gonad","eggs vs. chicks","chicks","LGR6",0.896999300387549,0.0976453567692106,1.01034840345093
"115","female","gonad","eggs vs. chicks","chicks","COL17A1",0.891297746419748,0.0783867273122659,1.1057574672011
"116","female","gonad","eggs vs. chicks","chicks","LOC107051161",0.888144558738297,0.00983868197238495,2.00706307742839
"117","female","gonad","eggs vs. chicks","chicks","LOC101748559",0.887828478520309,0.0322773236833845,1.49110248255355
"118","female","gonad","eggs vs. chicks","chicks","LOC107050373",0.876567977407992,0.00755977232528024,2.12149128377966
"119","female","gonad","eggs vs. chicks","chicks","B4GALNT4",0.86931793000717,0.0124381493741541,1.90524423189447
"120","female","gonad","eggs vs. chicks","chicks","LOC100857299",0.868272313087239,0.0668626183275903,1.17481662052001
"121","female","gonad","eggs vs. chicks","chicks","PTGS1",0.86729720191095,0.0187257393908467,1.72756102505573
"122","female","gonad","eggs vs. chicks","chicks","NME2",0.866931588262451,0.0930351879341626,1.03135276074399
"123","female","gonad","eggs vs. chicks","chicks","C6ORF137",0.866703059510479,0.0126623649027545,1.89748517517964
"124","female","gonad","eggs vs. chicks","chicks","LOC107051165",0.856441126818024,0.00751983655580644,2.12379159872787
"125","female","gonad","eggs vs. chicks","chicks","SHANK3",0.853639283101008,0.0727847297497256,1.137959726196
"126","female","gonad","eggs vs. chicks","chicks","TMEM125",0.852749219294333,0.00755977232528024,2.12149128377966
"127","female","gonad","eggs vs. chicks","chicks","IL20RA",0.849705709219685,0.0467291864986785,1.33041177947665
"128","female","gonad","eggs vs. chicks","chicks","NES",0.848552016770755,0.042255325957168,1.37411854380227
"129","female","gonad","eggs vs. chicks","chicks","MXD3",0.847780071710705,0.0169721551455178,1.77026300692343
"130","female","gonad","eggs vs. chicks","chicks","TMEM216",0.847431975384626,0.00800813484879095,2.09646862239278
"131","female","gonad","eggs vs. chicks","chicks","FLVCR1",0.844555291840798,0.00407736293183295,2.3896206296621
"132","female","gonad","eggs vs. chicks","chicks","LOC107051288",0.83772211412393,0.0929728256325414,1.03164396975126
"133","female","gonad","eggs vs. chicks","chicks","AGRN",0.837253156624322,0.00317945313740752,2.49764757178598
"134","female","gonad","eggs vs. chicks","chicks","DEPDC1B",0.825523276542794,0.00757857133947843,2.12041265688242
"135","female","gonad","eggs vs. chicks","chicks","LOC101748706",0.824908605880519,0.00459694485941475,2.33753070560264
"136","female","gonad","eggs vs. chicks","chicks","GDF7",0.820373711223894,0.0501635323645338,1.29961188939403
"137","female","gonad","eggs vs. chicks","chicks","MKI67",0.818114539349391,0.00630155833829405,2.20055203879506
"138","female","gonad","eggs vs. chicks","chicks","ASL2",0.816260697143048,0.0498052856112227,1.30272456507207
"139","female","gonad","eggs vs. chicks","chicks","LRRC23",0.81460072056909,0.0873849737285174,1.05856323999523
"140","female","gonad","eggs vs. chicks","chicks","PACSIN1",0.814456110280877,0.0233232938254942,1.63221011646785
"141","female","gonad","eggs vs. chicks","chicks","ZBTB7C",0.812460301280008,0.0236398774019149,1.62635478006701
"142","female","gonad","eggs vs. chicks","chicks","LOC426821",0.811479019334705,0.00292235277856092,2.53426735837625
"143","female","gonad","eggs vs. chicks","chicks","SCN2B",0.810534269153083,0.073351689070433,1.13458988120007
"144","female","gonad","eggs vs. chicks","chicks","ITPR3",0.809680691684794,0.012599016936949,1.89966334024072
"145","female","gonad","eggs vs. chicks","chicks","LOC107050679",0.809377077610486,0.0867398829991099,1.06178116799398
"146","female","gonad","eggs vs. chicks","chicks","PHC2",0.80827839837553,0.0832514450993181,1.07960821916443
"147","female","gonad","eggs vs. chicks","chicks","SIAH2",0.807514581925511,0.00431385169427474,2.36513478956849
"148","female","gonad","eggs vs. chicks","chicks","SEMA3B",0.807286844390748,0.000700816925230451,3.15439541819068
"149","female","gonad","eggs vs. chicks","chicks","E2F7",0.807272736260999,0.0309360748520139,1.50953479012761
"150","female","gonad","eggs vs. chicks","chicks","TNFRSF25",0.806311882935108,0.0990137681359719,1.00430441136476
"151","female","gonad","eggs vs. chicks","chicks","FAM110C",0.806099804678765,0.0434782757445129,1.36172768743514
"152","female","gonad","eggs vs. chicks","chicks","SORL1",0.799945506893759,0.0402174377230447,1.39558560201849
"153","female","gonad","eggs vs. chicks","chicks","FZD9",0.788669239614582,0.0740371380518741,1.13055037749749
"154","female","gonad","eggs vs. chicks","chicks","CELSR2",0.787220141622609,0.00292235277856092,2.53426735837625
"155","female","gonad","eggs vs. chicks","chicks","STARD10",0.78625403955863,0.028363345599328,1.54724254324812
"156","female","gonad","eggs vs. chicks","chicks","LOC107049885",0.781044797677343,0.00534881559098213,2.27174237484745
"157","female","gonad","eggs vs. chicks","chicks","DNAJC3",0.777569214393601,0.0197523838824106,1.70438048259452
"158","female","gonad","eggs vs. chicks","chicks","AFMID",0.77540801851297,0.00124530013091959,2.90472596624402
"159","female","gonad","eggs vs. chicks","chicks","EPB41L4A",0.773382800717193,0.0288575023341885,1.53974126054053
"160","female","gonad","eggs vs. chicks","chicks","HSD11B1L",0.76971117849277,0.00976395939333011,2.01037403540902
"161","female","gonad","eggs vs. chicks","chicks","LOC101749287",0.769429775985766,0.0333440681106312,1.47698141559923
"162","female","gonad","eggs vs. chicks","chicks","METTL7A",0.767803678498615,0.0660052292981404,1.18042165589205
"163","female","gonad","eggs vs. chicks","chicks","A2ML3",0.767301129281746,0.0456789669866168,1.34028372606442
"164","female","gonad","eggs vs. chicks","chicks","CNKSR1",0.766829018330376,0.0984974454863658,1.00657503270606
"165","female","gonad","eggs vs. chicks","chicks","TBC1D16",0.765735658756382,0.0476484297339144,1.32195140707462
"166","female","gonad","eggs vs. chicks","chicks","FAM78B",0.765579945352646,0.0664392000880147,1.17757560499025
"167","female","gonad","eggs vs. chicks","chicks","C9ORF58",0.765390904462667,0.0323153097400006,1.4905916770389
"168","female","gonad","eggs vs. chicks","chicks","CDH3",0.761868370795108,0.00174968151150521,2.75704099724732
"169","female","gonad","eggs vs. chicks","chicks","SC5D",0.753540405593639,0.000136472673969687,3.86495429904243
"170","female","gonad","eggs vs. chicks","chicks","FKBP11",0.753342940925723,0.0174381197968121,1.75850034313563
"171","female","gonad","eggs vs. chicks","chicks","MPPED1",0.753124000389393,0.0689356373395771,1.16155620481696
"172","female","gonad","eggs vs. chicks","chicks","LOC100859759",0.749763884426611,0.0660052292981404,1.18042165589205
"173","female","gonad","eggs vs. chicks","chicks","ELK4",0.745605245813727,0.0154672030882536,1.81058821203793
"174","female","gonad","eggs vs. chicks","chicks","LOC422448",0.743900825312298,0.0969803668588372,1.01331617736148
"175","female","gonad","eggs vs. chicks","chicks","FAM181B",0.743008971205953,0.041093606035015,1.38622574697387
"176","female","gonad","eggs vs. chicks","chicks","LOC107051380",0.74298443280336,0.00326231632545344,2.48647393056173
"177","female","gonad","eggs vs. chicks","chicks","SDC3",0.742303424007261,0.011131109870061,1.95346153050698
"178","female","gonad","eggs vs. chicks","chicks","TN",0.739543674183392,0.0549187729459462,1.26027917479941
"179","female","gonad","eggs vs. chicks","chicks","SREBF2",0.739340678263679,0.000265647220898329,3.57569472315659
"180","female","gonad","eggs vs. chicks","chicks","LOC107050305",0.737776605388974,0.003975627865901,2.40059427401049
"181","female","gonad","eggs vs. chicks","chicks","TET3",0.729214388488154,0.0591623789054783,1.22795437144407
"182","female","gonad","eggs vs. chicks","chicks","ST6GAL2",0.72816021085147,0.0324401405107794,1.48891727335965
"183","female","gonad","eggs vs. chicks","chicks","C2CD4C",0.723532692328383,0.0503225504223797,1.29823735630887
"184","female","gonad","eggs vs. chicks","chicks","LMNB2",0.719477109005294,0.0118585356691407,1.92596893576728
"185","female","gonad","eggs vs. chicks","chicks","KRT7",0.71872172963837,0.0187911052803173,1.72604767423554
"186","female","gonad","eggs vs. chicks","chicks","CENPK",0.716781437385686,0.0365006615203221,1.43769926452922
"187","female","gonad","eggs vs. chicks","chicks","LOC107051408",0.716026480888128,0.00701266910149985,2.15411665315642
"188","female","gonad","eggs vs. chicks","chicks","LOC107050995",0.715761284505521,0.0306328636477001,1.51381240220545
"189","female","gonad","eggs vs. chicks","chicks","SLC33A1",0.71107739876146,0.0198398813524068,1.70246092936677
"190","female","gonad","eggs vs. chicks","chicks","ITGB4",0.705396667623801,0.0190824476332842,1.71936592075074
"191","female","gonad","eggs vs. chicks","chicks","BF1",0.704021170832349,0.0190145525926903,1.72091388896456
"192","female","gonad","eggs vs. chicks","chicks","DAGLA",0.700352124273604,0.028363345599328,1.54724254324812
"193","female","gonad","eggs vs. chicks","chicks","LOC107050804",0.700307233836652,0.00459694485941475,2.33753070560264
"194","female","gonad","eggs vs. chicks","chicks","APLNR",0.696900826095147,0.0886105499143517,1.0525145682165
"195","female","gonad","eggs vs. chicks","chicks","LOC107050717",0.695404029762548,0.00436871340985221,2.35964644432731
"196","female","gonad","eggs vs. chicks","chicks","FZD3",0.693966409076727,0.0527324854777138,1.27792175827565
"197","female","gonad","eggs vs. chicks","chicks","LOC101748353",0.693689442673604,0.00459694485941475,2.33753070560264
"198","female","gonad","eggs vs. chicks","chicks","ELOVL6",0.692326640779463,0.0221253094503228,1.65511064643227
"199","female","gonad","eggs vs. chicks","chicks","SQLE",0.691478959900177,0.0181122814760344,1.74202684123505
"200","female","gonad","eggs vs. chicks","chicks","LOC101750635",0.691211987704694,0.00871703230300524,2.05963134463141
"201","female","gonad","eggs vs. chicks","chicks","ATP13A2",0.691090552278735,0.0309360748520139,1.50953479012761
"202","female","gonad","eggs vs. chicks","chicks","SLC4A2",0.690293413743186,0.0103654563047939,1.98441157477687
"203","female","gonad","eggs vs. chicks","chicks","PIGO",0.688480423201102,0.00198009390229959,2.70331421363567
"204","female","gonad","eggs vs. chicks","chicks","E2F8",0.688205307617452,0.00467981721469874,2.32977110936134
"205","female","gonad","eggs vs. chicks","chicks","LSS",0.68414072930176,0.00193036289596181,2.71436103871319
"206","female","gonad","eggs vs. chicks","chicks","ARHGEF37",0.684007849810971,0.00755977232528024,2.12149128377966
"207","female","gonad","eggs vs. chicks","chicks","RBM47",0.680178930325642,0.0959839365730207,1.01780144239191
"208","female","gonad","eggs vs. chicks","chicks","LOC107051565",0.678668673969392,0.0221046518474609,1.65551632092627
"209","female","gonad","eggs vs. chicks","chicks","QSOX1",0.678365786682595,0.0995534102510576,1.00194385841057
"210","female","gonad","eggs vs. chicks","chicks","LOC107051508",0.677890706821493,0.0211590568920415,1.674503693712
"211","female","gonad","eggs vs. chicks","chicks","LAMB3",0.676836230562297,0.026822971278656,1.5714931154311
"212","female","gonad","eggs vs. chicks","chicks","FNDC1",0.675142626265727,0.0786175402376395,1.10448054838074
"213","female","gonad","eggs vs. chicks","chicks","PTK2B",0.673653332449048,0.0248201873748801,1.60519494420839
"214","female","gonad","eggs vs. chicks","chicks","SAMD11",0.671640429645823,0.00515866593226696,2.28746259549763
"215","female","gonad","eggs vs. chicks","chicks","LOC107050947",0.670618814241155,0.00675112769760984,2.17062367725147
"216","female","gonad","eggs vs. chicks","chicks","LOC107049466",0.668556997734563,0.0030167224745062,2.52046464121195
"217","female","gonad","eggs vs. chicks","chicks","TCF7",0.662448374135415,0.0671332120256824,1.17306257325814
"218","female","gonad","eggs vs. chicks","chicks","FAM161A",0.656408436308572,0.0960561318053779,1.01747490644788
"219","female","gonad","eggs vs. chicks","chicks","NCAPH",0.650535825494877,0.0103654563047939,1.98441157477687
"220","female","gonad","eggs vs. chicks","chicks","DYRK3",0.650025690097126,0.0137926273513952,1.8603529973827
"221","female","gonad","eggs vs. chicks","chicks","TFCP2L1",0.649644314046998,0.099723890468487,1.00120078696692
"222","female","gonad","eggs vs. chicks","chicks","ENGASE",0.649379901513368,0.0216068655112165,1.66540823126198
"223","female","gonad","eggs vs. chicks","chicks","ENTPD8L",0.648096514999903,0.0632405257375527,1.19900452830389
"224","female","gonad","eggs vs. chicks","chicks","SPC24",0.648003841041236,0.0120591759873822,1.91868236685252
"225","female","gonad","eggs vs. chicks","chicks","FDPS",0.647141615615832,0.00217113537180237,2.66331309713798
"226","female","gonad","eggs vs. chicks","chicks","LRRK1",0.646682592479234,0.0124381493741541,1.90524423189447
"227","female","gonad","eggs vs. chicks","chicks","SEMA6B",0.646239555582316,0.0664408901157333,1.1775645578919
"228","female","gonad","eggs vs. chicks","chicks","SEMA4G",0.644628235938067,0.0950656124679702,1.02197654947828
"229","female","gonad","eggs vs. chicks","chicks","GABRD",0.642598863339773,0.0189412059754111,1.72259237317896
"230","female","gonad","eggs vs. chicks","chicks","DNAH14",0.640650885548277,0.00975761431333798,2.01065635212859
"231","female","gonad","eggs vs. chicks","chicks","SLC7A5",0.63662828489188,0.0615996062280722,1.21042206402911
"232","female","gonad","eggs vs. chicks","chicks","GALNT6",0.632690985844607,0.00766298598480411,2.11560196874421
"233","female","gonad","eggs vs. chicks","chicks","CD276",0.629106187371408,0.0190824476332842,1.71936592075074
"234","female","gonad","eggs vs. chicks","chicks","TBX3",0.624152628634434,0.0689356373395771,1.16155620481696
"235","female","gonad","eggs vs. chicks","chicks","EIF4G1",0.623448558043307,0.089316149798545,1.04907000657335
"236","female","gonad","eggs vs. chicks","chicks","ERBB2",0.623150856226021,0.0504021363664923,1.29755105497282
"237","female","gonad","eggs vs. chicks","chicks","SLC35B1",0.62122079360616,0.003975627865901,2.40059427401049
"238","female","gonad","eggs vs. chicks","chicks","TNFAIP2",0.621046522531363,0.0103654563047939,1.98441157477687
"239","female","gonad","eggs vs. chicks","chicks","GNG7",0.619688109979821,0.000356583161313598,3.44783916907219
"240","female","gonad","eggs vs. chicks","chicks","SNED1",0.618999012778427,0.00431385169427474,2.36513478956849
"241","female","gonad","eggs vs. chicks","chicks","LOC419035",0.617488806636379,0.0120918127601789,1.91750858642398
"242","female","gonad","eggs vs. chicks","chicks","TRIM25",0.616019443143801,0.021653381959063,1.66447426321581
"243","female","gonad","eggs vs. chicks","chicks","VEGFA",0.612578922373317,0.0956680441011218,1.01923310494166
"244","female","gonad","eggs vs. chicks","chicks","SYVN1",0.612334967478249,0.00834212529425452,2.07872329157066
"245","female","gonad","eggs vs. chicks","chicks","LOC107049580",0.608311243318947,0.0529825988705199,1.27586674276502
"246","female","gonad","eggs vs. chicks","chicks","BBS1",0.607956196339539,0.0549328837758524,1.26016760150539
"247","female","gonad","eggs vs. chicks","chicks","RP11-195F19.29",0.604690336553945,0.00213093757748721,2.67142927208304
"248","female","gonad","eggs vs. chicks","chicks","LOC107057085",0.604342004295339,0.0803477664671764,1.09502619138928
"249","female","gonad","eggs vs. chicks","chicks","CBY1",0.603183912426012,0.0346312377438371,1.46053198619492
"250","female","gonad","eggs vs. chicks","chicks","LOC107050646",0.602457682851026,0.0999129627764719,1.00037816245392
"251","female","gonad","eggs vs. chicks","chicks","STIM1",0.60215659217777,0.00459694485941475,2.33753070560264
"252","female","gonad","eggs vs. chicks","chicks","ACY1",0.600023244972649,0.0137538672141986,1.86157517284111
"253","female","gonad","eggs vs. chicks","chicks","GRHPR",0.599044367787241,0.0576991366994106,1.23883068475566
"254","female","gonad","eggs vs. chicks","chicks","LOC107051142",0.599004062330016,0.0257085985011699,1.589921598184
"255","female","gonad","eggs vs. chicks","chicks","KIAA2022",0.598643640003598,0.0647527943891892,1.18874148498233
"256","female","gonad","eggs vs. chicks","chicks","WBP1",0.597256142554888,0.0501438842597144,1.29978202763304
"257","female","gonad","eggs vs. chicks","chicks","LOC107049088",0.596092899619502,0.000646172532109892,3.18965150717669
"258","female","gonad","eggs vs. chicks","chicks","MYO1D",0.59190382402411,0.0344714796182799,1.46254007498303
