"","sex","tissue","comparison","direction","gene","lfc","padj","logpadj"
"614","female","gonad","eggs vs. chicks","chicks","ZW10",0.317975492558361,0.00109201343110865,2.96177202003742
"615","female","gonad","eggs vs. chicks","chicks","TBRG4",0.317108668345187,0.00964521436905502,2.0156881155304
"616","female","gonad","eggs vs. chicks","chicks","SNRPB",0.316816424852938,0.0528113276674812,1.27727291428744
"617","female","gonad","eggs vs. chicks","chicks","ACACA",0.316270833727581,0.0751912249595131,1.12383283991405
"618","female","gonad","eggs vs. chicks","chicks","FAM102A",0.315039654482696,0.0579991500782114,1.23657837055857
"619","female","gonad","eggs vs. chicks","chicks","AGAP3",0.314879928621727,0.00317945313740752,2.49764757178598
"620","female","gonad","eggs vs. chicks","chicks","TMEM199",0.314609943306227,0.0895098469632928,1.04812918539263
"621","female","gonad","eggs vs. chicks","chicks","TRRAP",0.313609748046279,0.0468032408460418,1.32972407357499
"622","female","gonad","eggs vs. chicks","chicks","TLDC1",0.312122345623663,0.068189342358376,1.1662834980215
"623","female","gonad","eggs vs. chicks","chicks","DPF2",0.310807981311431,0.0367484497255321,1.43476097739198
"624","female","gonad","eggs vs. chicks","chicks","RNF215",0.310209310728259,0.0433397138686357,1.36311396024469
"625","female","gonad","eggs vs. chicks","chicks","LBR",0.309854624871507,0.0451382163020856,1.3454556066554
"626","female","gonad","eggs vs. chicks","chicks","DNAJC16",0.309664679530498,0.0327718119784453,1.48449954548108
"627","female","gonad","eggs vs. chicks","chicks","CYP51A1",0.30945642265881,0.0960561318053779,1.01747490644788
"628","female","gonad","eggs vs. chicks","chicks","MAPK8IP1",0.308372039013862,0.0296982135198564,1.52726967464924
"629","female","gonad","eggs vs. chicks","chicks","BCDIN3D",0.30583039051838,0.0796873988568039,1.09861034911368
"630","female","gonad","eggs vs. chicks","chicks","SDF2",0.305669520723599,0.042255325957168,1.37411854380227
"631","female","gonad","eggs vs. chicks","chicks","IMPAD1",0.305120114945662,0.00292235277856092,2.53426735837625
"632","female","gonad","eggs vs. chicks","chicks","SLC52A3",0.304277959485821,0.0104162452687214,1.98228880243197
"633","female","gonad","eggs vs. chicks","chicks","PBX1",0.304016086792394,0.0646365466069437,1.18952185504307
"634","female","gonad","eggs vs. chicks","chicks","LOC100858386",0.303716306102205,0.0625123397523366,1.20403424573786
"635","female","gonad","eggs vs. chicks","chicks","CCDC71",0.302775412680973,0.0442606096879687,1.35398260798
"636","female","gonad","eggs vs. chicks","chicks","ARNT",0.30260393622216,0.00511848108954618,2.29085889689433
"637","female","gonad","eggs vs. chicks","chicks","LOC107049205",0.302483743319018,0.0130078221144658,1.88579541080552
"638","female","gonad","eggs vs. chicks","chicks","NCOA6",0.302327206777048,0.049441294564932,1.30591016625569
"639","female","gonad","eggs vs. chicks","chicks","SLC20A2",0.301417638628602,0.012599016936949,1.89966334024072
"640","female","gonad","eggs vs. chicks","chicks","ADARB1",0.299907335478541,0.0361793107647933,1.4415397109394
"641","female","gonad","eggs vs. chicks","chicks","NDUFS2",0.299494017572837,0.0110494034545258,1.95666116844051
"642","female","gonad","eggs vs. chicks","chicks","GON4L",0.299300135630981,0.0322773236833845,1.49110248255355
"643","female","gonad","eggs vs. chicks","chicks","RP11-343C2.9",0.299245666541765,0.0610767629003017,1.21412398883551
"644","female","gonad","eggs vs. chicks","chicks","PLXNB1",0.298941599437891,0.012599016936949,1.89966334024072
"645","female","gonad","eggs vs. chicks","chicks","LOC100859273",0.295571819807867,0.0702607354074094,1.15328730883223
"646","female","gonad","eggs vs. chicks","chicks","LOC100859056",0.294719958114088,0.0249170312616573,1.60350370292316
"647","female","gonad","eggs vs. chicks","chicks","CCDC101",0.294009782028981,0.0952764788318065,1.02101430161107
"648","female","gonad","eggs vs. chicks","chicks","NDUFS8",0.293550902586529,0.0422062106374636,1.37462363796913
"649","female","gonad","eggs vs. chicks","chicks","TNRC18",0.292185859201033,0.0750789210594067,1.12448197714436
"650","female","gonad","eggs vs. chicks","chicks","ZBTB7A",0.290390164706479,0.0490501512540223,1.30935964906515
"651","female","gonad","eggs vs. chicks","chicks","GNA11",0.290118299372785,0.0190366476350955,1.72040952873334
"652","female","gonad","eggs vs. chicks","chicks","UNC93B1",0.289699497066868,0.0672672185682228,1.17219652958561
"653","female","gonad","eggs vs. chicks","chicks","TMBIM6",0.288624409405561,0.00276255138546053,2.55868963503917
"654","female","gonad","eggs vs. chicks","chicks","TRIM8",0.286319699095611,0.0866310585835622,1.0623263787305
"655","female","gonad","eggs vs. chicks","chicks","MANF",0.286292308950576,0.0900325005070475,1.04560068786135
"656","female","gonad","eggs vs. chicks","chicks","EFTUD2",0.286199042632056,0.0036038481785044,2.44323351309436
"657","female","gonad","eggs vs. chicks","chicks","ZNF593",0.286042337465742,0.0929728256325414,1.03164396975126
"658","female","gonad","eggs vs. chicks","chicks","PICK1",0.285708414429366,0.0608644608477834,1.21563622071626
"659","female","gonad","eggs vs. chicks","chicks","CCT7",0.285380160842554,0.00209407232601453,2.67900832253943
"660","female","gonad","eggs vs. chicks","chicks","ARR3",0.285053911342036,0.0236618038038722,1.62595215099263
"661","female","gonad","eggs vs. chicks","chicks","SEPN1",0.284889656557358,0.0192480831347575,1.71561251423072
"662","female","gonad","eggs vs. chicks","chicks","HNRNPA1",0.284334178814198,0.0365006615203221,1.43769926452922
"663","female","gonad","eggs vs. chicks","chicks","CCDC134",0.284269434275823,0.0839662984801427,1.07589499156922
"664","female","gonad","eggs vs. chicks","chicks","PUS1",0.283597109384085,0.0475400899790896,1.32294000061825
"665","female","gonad","eggs vs. chicks","chicks","TPR",0.28359259762374,0.0124381493741541,1.90524423189447
"666","female","gonad","eggs vs. chicks","chicks","APEH",0.283541439111962,0.0862112560483007,1.06443602744066
"667","female","gonad","eggs vs. chicks","chicks","NF1",0.283037416628413,0.0750789210594067,1.12448197714436
"668","female","gonad","eggs vs. chicks","chicks","ZNF618",0.28236433844014,0.0540976161572746,1.26682187190917
"669","female","gonad","eggs vs. chicks","chicks","DCTN1",0.28210915885722,0.00983868197238495,2.00706307742839
"670","female","gonad","eggs vs. chicks","chicks","ICMT",0.281414691485904,0.0850685648509603,1.07023089389741
"671","female","gonad","eggs vs. chicks","chicks","DAZAP1",0.279864234611235,0.0295302302682692,1.52973316651786
"672","female","gonad","eggs vs. chicks","chicks","TXLNA",0.279570158485386,0.0414317974993272,1.38266622462821
"673","female","gonad","eggs vs. chicks","chicks","LOC425431",0.279268933123404,0.086899489142887,1.06098277663623
"674","female","gonad","eggs vs. chicks","chicks","CNNM4",0.279129078812209,0.0646083829802434,1.18971112835382
"675","female","gonad","eggs vs. chicks","chicks","C2CD3",0.278662559722285,0.0821433982855569,1.08542733427836
"676","female","gonad","eggs vs. chicks","chicks","LMTK2",0.278607195158843,0.0418074283748437,1.37874654560346
"677","female","gonad","eggs vs. chicks","chicks","PAK3",0.278207798580448,0.0999621858840777,1.0001642556767
"678","female","gonad","eggs vs. chicks","chicks","MFSD5",0.277872375047721,0.0578428469867629,1.23775033949962
"679","female","gonad","eggs vs. chicks","chicks","TMEM9",0.27754372551802,0.0779987699293393,1.10791224624686
"680","female","gonad","eggs vs. chicks","chicks","TIRAP",0.276834268675239,0.00359535387109293,2.44425835793769
"681","female","gonad","eggs vs. chicks","chicks","ENTPD7",0.2766728973161,0.0886379675597649,1.05238021073499
"682","female","gonad","eggs vs. chicks","chicks","THOP1",0.276399993764222,0.0913053152376248,1.03950393975837
"683","female","gonad","eggs vs. chicks","chicks","LOC100859104",0.276149336511338,0.079840333759285,1.09777765622078
"684","female","gonad","eggs vs. chicks","chicks","USP39",0.275662160161572,0.0627938823573437,1.20208266498677
"685","female","gonad","eggs vs. chicks","chicks","HSPD1",0.27371838742091,0.0741056586364087,1.13014862844796
"686","female","gonad","eggs vs. chicks","chicks","ATP8B1",0.27307336294128,0.0564555558193686,1.2482933124996
"687","female","gonad","eggs vs. chicks","chicks","UBP1",0.272722243241103,0.0477593661617811,1.32094144557776
"688","female","gonad","eggs vs. chicks","chicks","ZNF512B",0.272153965203033,0.042255325957168,1.37411854380227
"689","female","gonad","eggs vs. chicks","chicks","BAZ1B",0.272085801638437,0.0425759235810206,1.37083592230159
"690","female","gonad","eggs vs. chicks","chicks","SH3GL1",0.271630494913377,0.0198562416238474,1.70210295103143
"691","female","gonad","eggs vs. chicks","chicks","CCM2",0.271507724579889,0.00982648237413616,2.00760192051022
"692","female","gonad","eggs vs. chicks","chicks","AGPAT6",0.27123258903628,0.0107906425767836,1.96695269255138
"693","female","gonad","eggs vs. chicks","chicks","PSMD13",0.271230213028574,0.00871898704057029,2.05953396784777
"694","female","gonad","eggs vs. chicks","chicks","MIS18BP1",0.27022961100508,0.0730679441511713,1.13627311184682
"695","female","gonad","eggs vs. chicks","chicks","TNK2",0.268736457133967,0.0886720519783395,1.05221324132032
"696","female","gonad","eggs vs. chicks","chicks","TSPAN5",0.268524158782831,0.042255325957168,1.37411854380227
"697","female","gonad","eggs vs. chicks","chicks","SERP1",0.268342868548205,0.0676786370592385,1.16954839588529
"698","female","gonad","eggs vs. chicks","chicks","ITGA3",0.265396641902844,0.0526556582620298,1.27855495363441
"699","female","gonad","eggs vs. chicks","chicks","FBRSL1",0.265200308843591,0.0787135515718651,1.10395049170407
"700","female","gonad","eggs vs. chicks","chicks","LOC426023",0.265182086091507,0.0157398173051499,1.80300031288075
"701","female","gonad","eggs vs. chicks","chicks","LMAN1",0.264522205775299,0.0807697062442472,1.0927514966251
"702","female","gonad","eggs vs. chicks","chicks","HDLBP",0.264512192602209,0.0380929484723476,1.41915541075432
"703","female","gonad","eggs vs. chicks","chicks","MLLT1",0.264361433114701,0.0124381493741541,1.90524423189447
"704","female","gonad","eggs vs. chicks","chicks","LOC107050475",0.264100360819271,0.0915255107948241,1.03845783868511
"705","female","gonad","eggs vs. chicks","chicks","TOP3A",0.263478015384728,0.0237771498353998,1.62384020543404
"706","female","gonad","eggs vs. chicks","chicks","IDH3B",0.263473603232422,0.0736370385869251,1.13290368555665
"707","female","gonad","eggs vs. chicks","chicks","PRELID1",0.263262206636733,0.0681662549764459,1.16643056529069
"708","female","gonad","eggs vs. chicks","chicks","LOC428335",0.262528823106183,0.00962843126677644,2.01644446549022
"709","female","gonad","eggs vs. chicks","chicks","HM13",0.262339686157379,0.0152937727979332,1.81548536591489
"710","female","gonad","eggs vs. chicks","chicks","RBFOX2",0.26213839947179,0.0601798403734166,1.22054896855733
"711","female","gonad","eggs vs. chicks","chicks","TNPO3",0.261973949600764,0.0103101423195359,1.98673533974437
"712","female","gonad","eggs vs. chicks","chicks","TNKS1BP1",0.261842602449442,0.0880857150793471,1.05509451571087
"713","female","gonad","eggs vs. chicks","chicks","PRPF8",0.261532973866566,0.0194523877258241,1.7110270826414
"714","female","gonad","eggs vs. chicks","chicks","LOC107051105",0.260109934655855,0.0689569733958663,1.16142180846988
"715","female","gonad","eggs vs. chicks","chicks","UBR7",0.259114217695794,0.0362603133618518,1.4405684470487
"716","female","gonad","eggs vs. chicks","chicks","CDC37",0.259022425622333,0.0322773236833845,1.49110248255355
"717","female","gonad","eggs vs. chicks","chicks","ABR",0.258537730040515,0.00847863137686357,2.07167424602705
"718","female","gonad","eggs vs. chicks","chicks","RAPGEF1",0.258158821462048,0.0454086612575685,1.34286130182115
"719","female","gonad","eggs vs. chicks","chicks","ACO2",0.257693589113602,0.0362549266895289,1.44063296871527
"720","female","gonad","eggs vs. chicks","chicks","KIAA0907",0.257311565485498,0.0576991366994106,1.23883068475566
"721","female","gonad","eggs vs. chicks","chicks","TMEM259",0.257199735535885,0.0737961188372506,1.13196647844646
"722","female","gonad","eggs vs. chicks","chicks","SERBP1",0.256739910968206,0.042255325957168,1.37411854380227
"723","female","gonad","eggs vs. chicks","chicks","LOC107056441",0.256228935183197,0.0273743117144192,1.5626567916911
"724","female","gonad","eggs vs. chicks","chicks","HSP90B1",0.255675590921215,0.0786175402376395,1.10448054838074
"725","female","gonad","eggs vs. chicks","chicks","SMG5",0.255558096951606,0.0103654563047939,1.98441157477687
"726","female","gonad","eggs vs. chicks","chicks","SMC1B",0.25539089752143,0.0868395801028214,1.06128228516544
"727","female","gonad","eggs vs. chicks","chicks","FBXO42",0.2537121299956,0.0402174377230447,1.39558560201849
"728","female","gonad","eggs vs. chicks","chicks","RNF130",0.253291614431467,0.0848938287830443,1.07112387893016
"729","female","gonad","eggs vs. chicks","chicks","SEC22B",0.252723437011011,0.0097082291938982,2.01285997930443
"730","female","gonad","eggs vs. chicks","chicks","RP11-2C24.9",0.252170438224345,0.099723890468487,1.00120078696692
"731","female","gonad","eggs vs. chicks","chicks","DYM",0.252023608612236,0.042255325957168,1.37411854380227
"732","female","gonad","eggs vs. chicks","chicks","TNRC6A",0.250633665293492,0.0895098469632928,1.04812918539263
"733","female","gonad","eggs vs. chicks","chicks","COPA",0.250372184285771,0.010628760676414,1.97351737167356
"734","female","gonad","eggs vs. chicks","chicks","BPTF",0.250227796530239,0.0473190044969499,1.32496440068885
"735","female","gonad","eggs vs. chicks","chicks","SLC31A1",0.25021991481684,0.0642799696659352,1.19192433685456
"736","female","gonad","eggs vs. chicks","chicks","SLC35B4",0.249913158897451,0.0975124896002934,1.01093975540808
"737","female","gonad","eggs vs. chicks","chicks","RP11-49K24.9",0.249840509216188,0.0945456578414612,1.02435841202038
"738","female","gonad","eggs vs. chicks","chicks","INPPL1",0.249086687717785,0.0698730718382828,1.15569016338528
"739","female","gonad","eggs vs. chicks","chicks","UQCRC1",0.248168818102636,0.0200081672124767,1.69879269177173
"740","female","gonad","eggs vs. chicks","chicks","KPNB1",0.247966316412178,0.0190824476332842,1.71936592075074
"741","female","gonad","eggs vs. chicks","chicks","MAST3",0.247799562235972,0.0558241802780855,1.25317764538716
"742","female","gonad","eggs vs. chicks","chicks","XRCC6",0.247613382199107,0.0750789210594067,1.12448197714436
"743","female","gonad","eggs vs. chicks","chicks","RP11-561B11.2",0.246941427312382,0.0353832619720819,1.45120213210542
"744","female","gonad","eggs vs. chicks","chicks","POLRMT",0.246507172984192,0.0095579704153476,2.01963431807879
"745","female","gonad","eggs vs. chicks","chicks","EIF2B4",0.245469898201171,0.0897543514187433,1.04694448702443
"746","female","gonad","eggs vs. chicks","chicks","ZNF740",0.244863491045129,0.0939929335257957,1.02690479582704
"747","female","gonad","eggs vs. chicks","chicks","DNTTIP1",0.243068596723483,0.0260751959701281,1.5837724189158
"748","female","gonad","eggs vs. chicks","chicks","HIAT1",0.242587908457782,0.0612206170621078,1.21310229732415
"749","female","gonad","eggs vs. chicks","chicks","SMTNL2",0.241977752680079,0.0333463644286902,1.4769515079131
"750","female","gonad","eggs vs. chicks","chicks","MRPL4",0.241589669229791,0.0602914720776442,1.21974411226348
"751","female","gonad","eggs vs. chicks","chicks","WDR34",0.240054174857619,0.0625123397523366,1.20403424573786
"752","female","gonad","eggs vs. chicks","chicks","RBM15",0.239764292543453,0.00222500524870292,2.65266896019764
"753","female","gonad","eggs vs. chicks","chicks","XPR1",0.239405106220597,0.0689356373395771,1.16155620481696
"754","female","gonad","eggs vs. chicks","chicks","NMT1",0.239261856555126,0.0333202120645519,1.47729224321448
"755","female","gonad","eggs vs. chicks","chicks","AKT2",0.238343735973083,0.0943165370978458,1.02541215306676
"756","female","gonad","eggs vs. chicks","chicks","HADHA",0.238287508245559,0.0203560608112219,1.69130626039559
"757","female","gonad","eggs vs. chicks","chicks","NPEPPS",0.238218172313657,0.0402174377230447,1.39558560201849
"758","female","gonad","eggs vs. chicks","chicks","EI24",0.237851373837645,0.0201774558047784,1.69513359526479
"759","female","gonad","eggs vs. chicks","chicks","NSUN5",0.237703937414612,0.0251118231017287,1.60012175665071
"760","female","gonad","eggs vs. chicks","chicks","RRP12",0.237645214818251,0.0179155509733148,1.74676983103732
"761","female","gonad","eggs vs. chicks","chicks","ATN1",0.237129497444343,0.07290970642133,1.13721465049395
"762","female","gonad","eggs vs. chicks","chicks","SCAMP4",0.236851842487688,0.0464054758668514,1.33343076947872
"763","female","gonad","eggs vs. chicks","chicks","SLC25A1",0.236662821243775,0.0633958411417577,1.19793923152565
"764","female","gonad","eggs vs. chicks","chicks","C14ORF4",0.236432316242636,0.0850827850002558,1.07015830284961
"765","female","gonad","eggs vs. chicks","chicks","ASH2L",0.235702643370732,0.0528609686109829,1.27686488322945
"766","female","gonad","eggs vs. chicks","chicks","RNF41",0.235657178093093,0.0596847183942937,1.22413685089055
"767","female","gonad","eggs vs. chicks","chicks","DDB1",0.235063361120411,0.0204260729854269,1.68981512062612
"768","female","gonad","eggs vs. chicks","chicks","CERS2L2",0.234497063551282,0.0267527239608674,1.57263199155135
"769","female","gonad","eggs vs. chicks","chicks","SF3A2",0.233338846641436,0.00168508268581703,2.77337878374634
"770","female","gonad","eggs vs. chicks","chicks","CUEDC1",0.233117924291246,0.065813748541107,1.18168337246767
"771","female","gonad","eggs vs. chicks","chicks","POM121",0.2319412819636,0.06273093761179,1.20251822120516
"772","female","gonad","eggs vs. chicks","chicks","MOB3B",0.231881637785766,0.0454079308660824,1.34286828743874
"773","female","gonad","eggs vs. chicks","chicks","ACOT7",0.229749449375459,0.0749925033789235,1.12498214866018
"774","female","gonad","eggs vs. chicks","chicks","WSB2",0.228907338497873,0.0591577913484287,1.22798804872341
"775","female","gonad","eggs vs. chicks","chicks","TCP1",0.228847706596614,0.0418035824911222,1.3787864983815
"776","female","gonad","eggs vs. chicks","chicks","KIAA0100",0.227881777367689,0.056225788781053,1.2500644432137
"777","female","gonad","eggs vs. chicks","chicks","RPN2",0.227561154844975,0.00631127813779684,2.19988268006153
"778","female","gonad","eggs vs. chicks","chicks","POLD2",0.22748505317711,0.0191739819440605,1.71728768593514
"779","female","gonad","eggs vs. chicks","chicks","CLUH",0.227048699550238,0.072120801553066,1.14193945515902
"780","female","gonad","eggs vs. chicks","chicks","B4GALT2",0.226712763536052,0.0872561079144107,1.0592041627564
"781","female","gonad","eggs vs. chicks","chicks","CNOT1",0.226405595091969,0.0858602293320249,1.06620795585775
"782","female","gonad","eggs vs. chicks","chicks","LOC420362",0.226033221121351,0.0365006615203221,1.43769926452922
"783","female","gonad","eggs vs. chicks","chicks","ANKS1A",0.225972860101141,0.093482208655043,1.02927103531098
"784","female","gonad","eggs vs. chicks","chicks","MEPCE",0.22490254391715,0.042293456507061,1.37372681992286
"785","female","gonad","eggs vs. chicks","chicks","RANGAP1",0.224794354127595,0.00616036996354137,2.21039320531938
"786","female","gonad","eggs vs. chicks","chicks","MLEC",0.224289316757605,0.00168508268581703,2.77337878374634
"787","female","gonad","eggs vs. chicks","chicks","CDAN1",0.222818880838727,0.0879977047059397,1.05552865565148
"788","female","gonad","eggs vs. chicks","chicks","HERC1",0.222695743528883,0.0922802715527828,1.03489113615244
"789","female","gonad","eggs vs. chicks","chicks","MTMR3",0.222048542847381,0.063599594566857,1.19654565287262
"790","female","gonad","eggs vs. chicks","chicks","FBXW4",0.222024452593212,0.00976395939333011,2.01037403540902
"791","female","gonad","eggs vs. chicks","chicks","DYNC1I1",0.221942503428104,0.0715496646849512,1.14539239720562
"792","female","gonad","eggs vs. chicks","chicks","BRI3BP",0.221594888183716,0.0326033768580688,1.4867374160402
"793","female","gonad","eggs vs. chicks","chicks","PPAP2C",0.220703604715329,0.0473190044969499,1.32496440068885
"794","female","gonad","eggs vs. chicks","chicks","ASCC3",0.220624318392994,0.00960679367840349,2.01742153638203
"795","female","gonad","eggs vs. chicks","chicks","NCOR1",0.220385872006551,0.0523349635348499,1.28120807409713
"796","female","gonad","eggs vs. chicks","chicks","PPP1R15B",0.219514480930859,0.0274672882644626,1.56118421462067
"797","female","gonad","eggs vs. chicks","chicks","NUFIP2",0.218496583490022,0.0849838085370353,1.07066380996626
"798","female","gonad","eggs vs. chicks","chicks","RNPEPL1",0.21844557408937,0.0944721972520971,1.02469598362375
"799","female","gonad","eggs vs. chicks","chicks","SRPR",0.217547558773848,0.0999129627764719,1.00037816245392
"800","female","gonad","eggs vs. chicks","chicks","GFM1",0.217114738603535,0.0254579700180036,1.59417622932053
"801","female","gonad","eggs vs. chicks","chicks","ASNA1",0.216579404965277,0.0535610514507615,1.27115090599196
"802","female","gonad","eggs vs. chicks","chicks","THOC5",0.216405113655666,0.0249170312616573,1.60350370292316
"803","female","gonad","eggs vs. chicks","chicks","OSBP2",0.216359927759314,0.0774214897651527,1.1111384761253
"804","female","gonad","eggs vs. chicks","chicks","USP42",0.215204527326155,0.0737961188372506,1.13196647844646
"805","female","gonad","eggs vs. chicks","chicks","KDM1A",0.2148491821053,0.0275533061881991,1.55982628163465
"806","female","gonad","eggs vs. chicks","chicks","RASAL3",0.211764714927301,0.0850685648509603,1.07023089389741
"807","female","gonad","eggs vs. chicks","chicks","LOC107049002",0.211310485217761,0.0881036069414754,1.05500631130744
"808","female","gonad","eggs vs. chicks","chicks","SMARCC1",0.210988171795716,0.0190824476332842,1.71936592075074
"809","female","gonad","eggs vs. chicks","chicks","ERP44",0.210466533217686,0.0468183492285609,1.32958390318885
"810","female","gonad","eggs vs. chicks","chicks","RNGTT",0.210320541968725,0.0747438840785263,1.12642433771407
"811","female","gonad","eggs vs. chicks","chicks","IMMT",0.209948283978203,0.018182041249627,1.74035736128541
"812","female","gonad","eggs vs. chicks","chicks","MLST8",0.20984857198765,0.0362115017176257,1.44115346429774
"813","female","gonad","eggs vs. chicks","chicks","MCRS1",0.209172933657336,0.0813448798946697,1.08966977774214
"814","female","gonad","eggs vs. chicks","chicks","PSMA5",0.209064628689511,0.0254913064682046,1.59360790570798
"815","female","gonad","eggs vs. chicks","chicks","ADIPOR1",0.208554079168173,0.0567481706397845,1.24604813402651
"816","female","gonad","eggs vs. chicks","chicks","DDI2",0.20681615903695,0.026573954945662,1.57554380564781
"817","female","gonad","eggs vs. chicks","chicks","EYA3",0.206740827168454,0.058240262062064,1.234776679508
"818","female","gonad","eggs vs. chicks","chicks","BTBD2",0.206240290856806,0.00950219810923308,2.02217591931254
"819","female","gonad","eggs vs. chicks","chicks","SLC25A44",0.206151676089284,0.0967172158044611,1.01449621398933
"820","female","gonad","eggs vs. chicks","chicks","MSL1",0.206105331389337,0.0516600582989559,1.28684510805623
"821","female","gonad","eggs vs. chicks","chicks","TP53BP1",0.205935893743182,0.0426201703156379,1.37038481912219
"822","female","gonad","eggs vs. chicks","chicks","PPP6C",0.20435694720958,0.0390998925274103,1.40782443633346
"823","female","gonad","eggs vs. chicks","chicks","YTHDF2",0.203623700219284,0.0353367909899445,1.45177289225534
"824","female","gonad","eggs vs. chicks","chicks","NUMA1",0.203099508107155,0.0841580385983454,1.07490439481393
"825","female","gonad","eggs vs. chicks","chicks","PRRC2C",0.202206467257106,0.0646365466069437,1.18952185504307
"826","female","gonad","eggs vs. chicks","chicks","PTK7",0.201356262955908,0.0440008925890024,1.35653851345594
"827","female","gonad","eggs vs. chicks","chicks","PSMD3",0.201293914793794,0.0702607354074094,1.15328730883223
"828","female","gonad","eggs vs. chicks","chicks","TMEM183A",0.200087626246171,0.0617111109105138,1.2096366354368
"829","female","gonad","eggs vs. chicks","chicks","HK2",0.198932728659355,0.0464113534098118,1.33337576685693
"830","female","gonad","eggs vs. chicks","chicks","NOL9",0.197340890263301,0.0408145788386361,1.38918468058071
"831","female","gonad","eggs vs. chicks","chicks","TRAF7",0.197339797775114,0.0236618038038722,1.62595215099263
"832","female","gonad","eggs vs. chicks","chicks","DLST",0.196716752290282,0.0429487940438362,1.36704902618571
"833","female","gonad","eggs vs. chicks","chicks","CHERP",0.195961109438479,0.0615717924909657,1.21061820295223
"834","female","gonad","eggs vs. chicks","chicks","INTS3",0.195909766972438,0.0582724826258824,1.23453647894514
"835","female","gonad","eggs vs. chicks","chicks","PIGT",0.195897790884886,0.0473190044969499,1.32496440068885
"836","female","gonad","eggs vs. chicks","chicks","SZT2",0.194537501239109,0.011233662817683,1.94947861576496
"837","female","gonad","eggs vs. chicks","chicks","SBF2",0.193739146759391,0.0749740493660714,1.12508903217313
"838","female","gonad","eggs vs. chicks","chicks","CHTOP",0.19342049711438,0.0689356373395771,1.16155620481696
"839","female","gonad","eggs vs. chicks","chicks","ZNF608",0.193349586766986,0.0890056440813078,1.05058245272984
"840","female","gonad","eggs vs. chicks","chicks","ABCF2",0.19326247053027,0.05325777238949,1.27361700273344
"841","female","gonad","eggs vs. chicks","chicks","CANX",0.191357325916711,0.0980451986082383,1.00857366940063
"842","female","gonad","eggs vs. chicks","chicks","TM9SF4",0.190117153380303,0.0251284456428767,1.59983437450329
"843","female","gonad","eggs vs. chicks","chicks","LOC107050398",0.188948376078541,0.0895098469632928,1.04812918539263
"844","female","gonad","eggs vs. chicks","chicks","NUP85",0.186716672960734,0.0484830619198967,1.31440996035737
"845","female","gonad","eggs vs. chicks","chicks","ARL2BP",0.186686862037634,0.0689356373395771,1.16155620481696
"846","female","gonad","eggs vs. chicks","chicks","SCMH1",0.186085628272946,0.0968183553858919,1.01404229881657
"847","female","gonad","eggs vs. chicks","chicks","RTCB",0.183447350517997,0.0593532367134647,1.22655559265769
"848","female","gonad","eggs vs. chicks","chicks","DDX23",0.18299479244009,0.0273511157141961,1.56302495310987
"849","female","gonad","eggs vs. chicks","chicks","EIF2A",0.182736516067058,0.0254579700180036,1.59417622932053
"850","female","gonad","eggs vs. chicks","chicks","UPF1",0.182257848266268,0.0426201703156379,1.37038481912219
"851","female","gonad","eggs vs. chicks","chicks","SNRNP40",0.181796945060064,0.0862112560483007,1.06443602744066
"852","female","gonad","eggs vs. chicks","chicks","C20H20ORF24",0.181669114319244,0.0773551293369494,1.11151088340127
"853","female","gonad","eggs vs. chicks","chicks","UHRF2",0.181654341319357,0.0737961188372506,1.13196647844646
"854","female","gonad","eggs vs. chicks","chicks","DCAF8",0.180609892421813,0.0475400899790896,1.32294000061825
"855","female","gonad","eggs vs. chicks","chicks","USP5",0.179786058473301,0.0782635736083105,1.10644032557748
"856","female","gonad","eggs vs. chicks","chicks","SSRP1",0.178960162299126,0.0727847297497256,1.137959726196
"857","female","gonad","eggs vs. chicks","chicks","MAGT1",0.176765527610712,0.0703265558161946,1.15288065127205
"858","female","gonad","eggs vs. chicks","chicks","INTS1",0.176460608933412,0.0316055982524045,1.50023598463509
"859","female","gonad","eggs vs. chicks","chicks","ADSL",0.175114119589481,0.0973154543713092,1.01181818526899
"860","female","gonad","eggs vs. chicks","chicks","ACAD9",0.175027299367522,0.0834951246435374,1.07833888262687
"861","female","gonad","eggs vs. chicks","chicks","ZCCHC2",0.174628811169807,0.0271915199186996,1.56556651606622
"862","female","gonad","eggs vs. chicks","chicks","WHSC1",0.174279378801089,0.0675975573504624,1.17006899708176
"863","female","gonad","eggs vs. chicks","chicks","PSMD2",0.173224422174038,0.0616353834105286,1.21016989809149
"864","female","gonad","eggs vs. chicks","chicks","NUDC",0.172642003543533,0.0305169231545248,1.51545925591941
"865","female","gonad","eggs vs. chicks","chicks","ANP32E",0.170958670375987,0.023474700858821,1.62939993329789
"866","female","gonad","eggs vs. chicks","chicks","LARP4",0.170809556383419,0.0549176312755909,1.26028820315643
"867","female","gonad","eggs vs. chicks","chicks","GMCL1",0.169263201014526,0.0578208710613484,1.23791537004538
"868","female","gonad","eggs vs. chicks","chicks","PFN2",0.165507544755432,0.0473190044969499,1.32496440068885
"869","female","gonad","eggs vs. chicks","chicks","EIF3A",0.16547824861584,0.0834022533031265,1.07882221574243
"870","female","gonad","eggs vs. chicks","chicks","PPP3CA",0.163747679088939,0.0920263205238148,1.03608794196506
"871","female","gonad","eggs vs. chicks","chicks","UIMC1",0.163231780762371,0.0807089908018484,1.09307808314487
"872","female","gonad","eggs vs. chicks","chicks","PCIF1",0.161499494875126,0.0558241802780855,1.25317764538716
