"","sex","tissue","treatment","gene","samples","counts"
"1","female","gonad","control","ARHGAP32","L.G118_female_gonad_control",8.02606409122921
"2","female","gonad","control","ARHGAP32","R.G106_female_gonad_control",8.35768958459941
"3","female","gonad","control","ARHGAP32","R.R20_female_gonad_control",8.21011424585067
"4","female","gonad","control","ARHGAP32","R.R9_female_gonad_control",7.74104093503565
"5","female","gonad","control","ARHGAP32","R.W44_female_gonad_control",8.67833020419836
"6","female","gonad","inc.d9","ARHGAP32","blk.s061.pu.y_female_gonad_inc.d9",8.81499545084614
"7","female","gonad","bldg","ARHGAP32","blk11.x_female_gonad_bldg",8.4028597091008
"8","female","gonad","hatch","ARHGAP32","blk21.x_female_gonad_hatch",9.31612611546298
"9","female","gonad","n9","ARHGAP32","blk4.x_female_gonad_n9",8.70042401354451
"10","female","gonad","control","ARHGAP32","blu.o.x.ATLAS_female_gonad_control",8.45775160603457
"11","female","gonad","hatch","ARHGAP32","blu103.x_female_gonad_hatch.NYNO",7.98013341551395
"12","female","gonad","hatch","ARHGAP32","blu124.w180.x_female_gonad_hatch",9.53155215009525
"13","female","gonad","n9","ARHGAP32","blu36.w16_female_gonad_n9",9.0139378665039
"14","female","gonad","bldg","ARHGAP32","blu38.g135.x_female_gonad_bldg",8.12254135427826
"15","female","gonad","inc.d3","ARHGAP32","blu39.o26.x_female_gonad_inc.d3",7.88714901408073
"16","female","gonad","inc.d9","ARHGAP32","blu47.y96.x_female_gonad_inc.d9",9.04403745358769
"17","female","gonad","n5","ARHGAP32","blu55.g51_female_gonad_n5",8.41740427369365
"18","female","gonad","lay","ARHGAP32","g.blk.s004.pk_female_gonad_lay",8.79040542122076
"19","female","gonad","lay","ARHGAP32","g.s078.blk.o_female_gonad_lay",8.81000411931283
"20","female","gonad","control","ARHGAP32","g.x.ATLAS_female_gonad_control",8.33724788134999
"21","female","gonad","bldg","ARHGAP32","g141.blu27.x_female_gonad_bldg",8.9574892950961
"22","female","gonad","inc.d17","ARHGAP32","g142.r40.x_female_gonad_inc.d17",8.84172294050345
"23","female","gonad","inc.d3","ARHGAP32","g6.w197.x_female_gonad_inc.d3",8.86486447676108
"24","female","gonad","inc.d9","ARHGAP32","g75.x_female_gonad_inc.d9",8.77163851389033
"25","female","gonad","bldg","ARHGAP32","l.s120.y.blk_female_gonad_bldg",9.54394365719371
"26","female","gonad","inc.d3","ARHGAP32","o156.w80.x_female_gonad_inc.d3",8.74117107603702
"27","female","gonad","inc.d3","ARHGAP32","o165.w122.x_female_gonad_inc.d3.NYNO",8.12979696371843
"28","female","gonad","hatch","ARHGAP32","o172.w115.x_female_gonad_hatch",8.06757984261962
"29","female","gonad","inc.d3","ARHGAP32","o173.w179.x_female_gonad_inc.d3",8.84855441869455
"30","female","gonad","inc.d17","ARHGAP32","o35.r51.x_female_gonad_inc.d17",8.98017193847252
"31","female","gonad","bldg","ARHGAP32","o38.blu29.x_female_gonad_bldg",8.90508144880956
"32","female","gonad","inc.d17","ARHGAP32","o52.blu53_female_gonad_inc.d17",8.42007952682677
"33","female","gonad","inc.d9","ARHGAP32","o73.x_female_gonad_inc.d9",8.55071972224086
"34","female","gonad","control","ARHGAP32","r.r.x.ATLAS.R2XR_female_gonad_control",10.2227929207293
"35","female","gonad","control","ARHGAP32","r.r.x.ATLAS_female_gonad_control",8.63250867745256
"36","female","gonad","bldg","ARHGAP32","r.s056.g.o_female_gonad_bldg",8.85332215511339
"37","female","gonad","n9","ARHGAP32","r.s171.l.w_female_gonad_n9",9.31554425769125
"38","female","gonad","hatch","ARHGAP32","r183.o22_female_gonad_hatch",8.67438627631184
"39","female","gonad","inc.d3","ARHGAP32","r27.w111.blu125_female_gonad_inc.d3",9.153413881507
"40","female","gonad","inc.d9","ARHGAP32","r30.w112.r46_female_gonad_inc.d9",8.84915264668965
"41","female","gonad","inc.d9","ARHGAP32","r36.w184.x_female_gonad_inc.d9",8.51525373749284
"42","female","gonad","inc.d17","ARHGAP32","r49.w189.x_female_gonad_inc.d17",9.08982345373111
"43","female","gonad","control","ARHGAP32","r6.x_female_gonad_control.NYNO",8.69460958377237
"44","female","gonad","inc.d3","ARHGAP32","r73.g127.x_female_gonad_inc.d3",7.64158420798815
"45","female","gonad","bldg","ARHGAP32","r83.g45_female_gonad_bldg",8.90442189058314
"46","female","gonad","n9","ARHGAP32","r95.blu99_female_gonad_n9",9.17848020308443
"47","female","gonad","lay","ARHGAP32","s.o.pk_female_gonad_lay",8.68801820421014
"48","female","gonad","control","ARHGAP32","s.x.ATLAS_female_gonad_control",8.43013224766155
"49","female","gonad","bldg","ARHGAP32","s063.d.blk.l_female_gonad_bldg",9.23716551496229
"50","female","gonad","bldg","ARHGAP32","s092.blk.r.o_female_gonad_bldg",9.22625214811869
"51","female","gonad","lay","ARHGAP32","s095.g.blk.o_female_gonad_lay",9.45892874356382
"52","female","gonad","lay","ARHGAP32","s136.d.w.o_female_gonad_lay",8.96788399577488
"53","female","gonad","lay","ARHGAP32","s142.o.pk.pu_female_gonad_lay",9.85585848129287
"54","female","gonad","lay","ARHGAP32","s176.blk.pu.r_female_gonad_lay",9.00392716499189
"55","female","gonad","control","ARHGAP32","w191.r1_female_gonad_control",8.37766378083269
"56","female","gonad","inc.d9","ARHGAP32","x.blu101.w43_female_gonad_inc.d9",8.99347187188166
"57","female","gonad","inc.d3","ARHGAP32","x.blu102.w105_female_gonad_inc.d3",8.68898869155554
"58","female","gonad","n5","ARHGAP32","x.blu109.w121_female_gonad_n5",9.01904480929913
"59","female","gonad","inc.d17","ARHGAP32","x.blu116.w107_female_gonad_inc.d17",7.98525043382046
"60","female","gonad","inc.d9","ARHGAP32","x.blu122.r66_female_gonad_inc.d9",8.07310017808396
"61","female","gonad","n9","ARHGAP32","x.blu43.g132_female_gonad_n9",8.66165899412819
"62","female","gonad","lay","ARHGAP32","x.blu6.y80_female_gonad_lay",8.80722427024584
"63","female","gonad","control","ARHGAP32","x.g.g.ATLAS_female_gonad_control",10.39132939527
"64","female","gonad","n5","ARHGAP32","x.g37_female_gonad_n5",9.04686539924429
"65","female","gonad","n9","ARHGAP32","x.g4.w50_female_gonad_n9",9.13793405314761
"66","female","gonad","n5","ARHGAP32","x.g43_female_gonad_n5",8.97176051159355
"67","female","gonad","n5","ARHGAP32","x.g49_female_gonad_n5",9.13449286709507
"68","female","gonad","inc.d9","ARHGAP32","x.g9.o166_female_gonad_inc.d9.NYNO",8.29767310684837
"69","female","gonad","inc.d17","ARHGAP32","x.o159.w90_female_gonad_inc.d17",8.28039068595348
"70","female","gonad","n5","ARHGAP32","x.o175.g21_female_gonad_n5",9.05185486851257
"71","female","gonad","hatch","ARHGAP32","x.o37.blu50_female_gonad_hatch",8.75933541971455
"72","female","gonad","n5","ARHGAP32","x.o70_female_gonad_n5",8.96890299377495
"73","female","gonad","inc.d3","ARHGAP32","x.r33.w183_female_gonad_inc.d3",8.35910101698712
"74","female","gonad","bldg","ARHGAP32","x.r39.g10_female_gonad_bldg",8.74317590664588
"75","female","gonad","hatch","ARHGAP32","x.r44.w95_female_gonad_hatch",8.75584580160046
"76","female","gonad","inc.d17","ARHGAP32","x.r48.y139_female_gonad_inc.d17",8.5537341146688
"77","female","gonad","n5","ARHGAP32","x.r50.w97_female_gonad_n5",9.0319204111789
"78","female","gonad","n9","ARHGAP32","x.w178_female_gonad_n9",8.91970619788652
"79","female","gonad","lay","ARHGAP32","x.w51_female_gonad_lay",9.08645217457959
"80","female","gonad","n9","ARHGAP32","x.w6_female_gonad_n9",9.09758842185146
"81","female","gonad","inc.d9","ARHGAP32","x.y109_female_gonad_inc.d9",8.78638094327085
"82","female","gonad","n9","ARHGAP32","x.y138.w176_female_gonad_n9",8.99377654014134
"83","female","gonad","hatch","ARHGAP32","x.y90_female_gonad_hatch",8.49063164568364
"84","female","gonad","inc.d9","ARHGAP32","x.y93.g126_female_gonad_inc.d9",8.78989891316316
"85","female","gonad","n9","ARHGAP32","x.y9_female_gonad_n9",9.10207236832431
"86","female","gonad","lay","ARHGAP32","y.s156.o.r_female_gonad_lay",8.79678901462401
"87","female","gonad","inc.d17","ARHGAP32","y126.w92.x_female_gonad_inc.d17",8.43167632192825
"88","female","gonad","inc.d9","ARHGAP32","y128.g23.x_female_gonad_inc.d9",8.26666182656398
"89","female","gonad","inc.d3","ARHGAP32","y13.x_female_gonad_inc.d3",8.67382256747529
"90","female","gonad","inc.d17","ARHGAP32","y130.o170.x_female_gonad_inc.d17",9.55888830931017
"91","female","gonad","inc.d17","ARHGAP32","y135.blu107.x_female_gonad_inc.d17",9.46855343817315
"92","female","gonad","inc.d17","ARHGAP32","y136.x_female_gonad_inc.d17",8.64866821230124
"93","female","gonad","inc.d9","ARHGAP32","y140.w119.x_female_gonad_inc.d9",8.79904478816709
"94","female","gonad","hatch","ARHGAP32","y15.x_female_gonad_hatch",8.73238662153859
"95","female","gonad","n5","ARHGAP32","y6.o54_female_gonad_n5",9.31607771098875
"96","female","gonad","hatch","ARHGAP32","y7.g58_female_gonad_hatch",8.90399687765225
"97","female","gonad","n5","ARHGAP32","y94.g133.x_female_gonad_n5",9.00257742728953
"98","female","gonad","n9","ARHGAP32","y97.x_female_gonad_n9",9.03587186310628
"99","female","gonad","control","ARHGAP32","L.G118_female_hypothalamus_control.NYNO",NA
"100","female","gonad","control","ARHGAP32","R.G106_female_hypothalamus_control",NA
"101","female","gonad","control","ARHGAP32","R.R20_female_hypothalamus_control.NYNO",NA
"102","female","gonad","control","ARHGAP32","R.R9_female_hypothalamus_control",NA
"103","female","gonad","control","ARHGAP32","R.W44_female_hypothalamus_control",NA
"104","female","gonad","inc.d9","ARHGAP32","blk.s061.pu.y_female_hypothalamus_inc.d9",NA
"105","female","gonad","bldg","ARHGAP32","blk11.x_female_hypothalamus_bldg",NA
"106","female","gonad","hatch","ARHGAP32","blk21.x_female_hypothalamus_hatch",NA
"107","female","gonad","n9","ARHGAP32","blk4.x_female_hypothalamus_n9",NA
"108","female","gonad","control","ARHGAP32","blu.o.x.ATLAS_female_hypothalamus_control",NA
"109","female","gonad","hatch","ARHGAP32","blu103.x_female_hypothalamus_hatch",NA
"110","female","gonad","hatch","ARHGAP32","blu124.w180.x_female_hypothalamus_hatch",NA
"111","female","gonad","n9","ARHGAP32","blu36.w16_female_hypothalamus_n9",NA
"112","female","gonad","bldg","ARHGAP32","blu38.g135.x_female_hypothalamus_bldg",NA
"113","female","gonad","inc.d3","ARHGAP32","blu39.o26.x_female_hypothalamus_inc.d3.NYNO",NA
"114","female","gonad","inc.d9","ARHGAP32","blu47.y96.x_female_hypothalamus_inc.d9",NA
"115","female","gonad","n5","ARHGAP32","blu55.g51_female_hypothalamus_n5",NA
"116","female","gonad","lay","ARHGAP32","g.blk.s004.pk_female_hypothalamus_lay",NA
"117","female","gonad","lay","ARHGAP32","g.s078.blk.o_female_hypothalamus_lay",NA
"118","female","gonad","bldg","ARHGAP32","g141.blu27.x_female_hypothalamus_bldg",NA
"119","female","gonad","inc.d17","ARHGAP32","g142.r40.x_female_hypothalamus_inc.d17",NA
"120","female","gonad","inc.d3","ARHGAP32","g6.w197.x_female_hypothalamus_inc.d3",NA
"121","female","gonad","inc.d9","ARHGAP32","g75.x_female_hypothalamus_inc.d9",NA
"122","female","gonad","bldg","ARHGAP32","l.s120.y.blk_female_hypothalamus_bldg",NA
"123","female","gonad","inc.d3","ARHGAP32","o156.w80.x_female_hypothalamus_inc.d3",NA
"124","female","gonad","inc.d3","ARHGAP32","o165.w122.x_female_hypothalamus_inc.d3",NA
"125","female","gonad","hatch","ARHGAP32","o172.w115.x_female_hypothalamus_hatch",NA
"126","female","gonad","inc.d3","ARHGAP32","o173.w179.x_female_hypothalamus_inc.d3",NA
"127","female","gonad","inc.d17","ARHGAP32","o35.r51.x_female_hypothalamus_inc.d17",NA
"128","female","gonad","bldg","ARHGAP32","o38.blu29.x_female_hypothalamus_bldg",NA
"129","female","gonad","inc.d17","ARHGAP32","o52.blu53_female_hypothalamus_inc.d17",NA
"130","female","gonad","inc.d9","ARHGAP32","o73.x_female_hypothalamus_inc.d9",NA
"131","female","gonad","control","ARHGAP32","r.r.x.ATLAS.R2XR_female_hypothalamus_control",NA
"132","female","gonad","control","ARHGAP32","r.r.x.ATLAS_female_hypothalamus_control",NA
"133","female","gonad","bldg","ARHGAP32","r.s056.g.o_female_hypothalamus_bldg",NA
"134","female","gonad","n9","ARHGAP32","r.s171.l.w_female_hypothalamus_n9",NA
"135","female","gonad","hatch","ARHGAP32","r183.o22_female_hypothalamus_hatch",NA
"136","female","gonad","inc.d3","ARHGAP32","r27.w111.blu125_female_hypothalamus_inc.d3",NA
"137","female","gonad","inc.d9","ARHGAP32","r30.w112.r46_female_hypothalamus_inc.d9",NA
"138","female","gonad","inc.d9","ARHGAP32","r36.w184.x_female_hypothalamus_inc.d9",NA
"139","female","gonad","inc.d17","ARHGAP32","r49.w189.x_female_hypothalamus_inc.d17",NA
"140","female","gonad","control","ARHGAP32","r6.x_female_hypothalamus_control.NYNO",NA
"141","female","gonad","inc.d3","ARHGAP32","r73.g127.x_female_hypothalamus_inc.d3",NA
"142","female","gonad","bldg","ARHGAP32","r83.g45_female_hypothalamus_bldg",NA
"143","female","gonad","n9","ARHGAP32","r95.blu99_female_hypothalamus_n9",NA
"144","female","gonad","lay","ARHGAP32","s.o.pk_female_hypothalamus_lay",NA
"145","female","gonad","control","ARHGAP32","s.x.ATLAS_female_hypothalamus_control",NA
"146","female","gonad","bldg","ARHGAP32","s063.d.blk.l_female_hypothalamus_bldg",NA
"147","female","gonad","bldg","ARHGAP32","s092.blk.r.o_female_hypothalamus_bldg",NA
"148","female","gonad","lay","ARHGAP32","s095.g.blk.o_female_hypothalamus_lay",NA
"149","female","gonad","lay","ARHGAP32","s136.d.w.o_female_hypothalamus_lay",NA
"150","female","gonad","lay","ARHGAP32","s142.o.pk.pu_female_hypothalamus_lay",NA
"151","female","gonad","lay","ARHGAP32","s176.blk.pu.r_female_hypothalamus_lay",NA
"152","female","gonad","control","ARHGAP32","w191.r1_female_hypothalamus_control",NA
"153","female","gonad","inc.d9","ARHGAP32","x.blu101.w43_female_hypothalamus_inc.d9",NA
"154","female","gonad","inc.d3","ARHGAP32","x.blu102.w105_female_hypothalamus_inc.d3",NA
"155","female","gonad","n5","ARHGAP32","x.blu109.w121_female_hypothalamus_n5",NA
"156","female","gonad","inc.d17","ARHGAP32","x.blu116.w107_female_hypothalamus_inc.d17",NA
"157","female","gonad","inc.d9","ARHGAP32","x.blu122.r66_female_hypothalamus_inc.d9",NA
"158","female","gonad","n9","ARHGAP32","x.blu43.g132_female_hypothalamus_n9",NA
"159","female","gonad","lay","ARHGAP32","x.blu6.y80_female_hypothalamus_lay",NA
"160","female","gonad","n5","ARHGAP32","x.g37_female_hypothalamus_n5",NA
"161","female","gonad","n9","ARHGAP32","x.g4.w50_female_hypothalamus_n9",NA
"162","female","gonad","n5","ARHGAP32","x.g43_female_hypothalamus_n5",NA
"163","female","gonad","n5","ARHGAP32","x.g49_female_hypothalamus_n5",NA
"164","female","gonad","inc.d9","ARHGAP32","x.g9.o166_female_hypothalamus_inc.d9",NA
"165","female","gonad","inc.d17","ARHGAP32","x.o159.w90_female_hypothalamus_inc.d17",NA
"166","female","gonad","n5","ARHGAP32","x.o175.g21_female_hypothalamus_n5",NA
"167","female","gonad","hatch","ARHGAP32","x.o37.blu50_female_hypothalamus_hatch.NYNO",NA
"168","female","gonad","n5","ARHGAP32","x.o70_female_hypothalamus_n5.NYNO",NA
"169","female","gonad","inc.d3","ARHGAP32","x.r33.w183_female_hypothalamus_inc.d3",NA
"170","female","gonad","bldg","ARHGAP32","x.r39.g10_female_hypothalamus_bldg",NA
"171","female","gonad","hatch","ARHGAP32","x.r44.w95_female_hypothalamus_hatch",NA
"172","female","gonad","inc.d17","ARHGAP32","x.r48.y139_female_hypothalamus_inc.d17",NA
"173","female","gonad","n5","ARHGAP32","x.r50.w97_female_hypothalamus_n5",NA
"174","female","gonad","n9","ARHGAP32","x.w178_female_hypothalamus_n9",NA
"175","female","gonad","lay","ARHGAP32","x.w51_female_hypothalamus_lay",NA
"176","female","gonad","n9","ARHGAP32","x.w6_female_hypothalamus_n9",NA
"177","female","gonad","inc.d9","ARHGAP32","x.y109_female_hypothalamus_inc.d9",NA
"178","female","gonad","n9","ARHGAP32","x.y138.w176_female_hypothalamus_n9",NA
"179","female","gonad","hatch","ARHGAP32","x.y90_female_hypothalamus_hatch",NA
"180","female","gonad","inc.d9","ARHGAP32","x.y93.g126_female_hypothalamus_inc.d9",NA
"181","female","gonad","n9","ARHGAP32","x.y9_female_hypothalamus_n9",NA
"182","female","gonad","lay","ARHGAP32","y.s156.o.r_female_hypothalamus_lay",NA
"183","female","gonad","inc.d17","ARHGAP32","y126.w92.x_female_hypothalamus_inc.d17",NA
"184","female","gonad","inc.d3","ARHGAP32","y13.x_female_hypothalamus_inc.d3",NA
"185","female","gonad","inc.d17","ARHGAP32","y130.o170.x_female_hypothalamus_inc.d17",NA
"186","female","gonad","inc.d17","ARHGAP32","y135.blu107.x_female_hypothalamus_inc.d17",NA
"187","female","gonad","inc.d17","ARHGAP32","y136.x_female_hypothalamus_inc.d17",NA
"188","female","gonad","inc.d9","ARHGAP32","y140.w119.x_female_hypothalamus_inc.d9",NA
"189","female","gonad","hatch","ARHGAP32","y15.x_female_hypothalamus_hatch",NA
"190","female","gonad","n5","ARHGAP32","y6.o54_female_hypothalamus_n5",NA
"191","female","gonad","hatch","ARHGAP32","y7.g58_female_hypothalamus_hatch",NA
"192","female","gonad","n5","ARHGAP32","y94.g133.x_female_hypothalamus_n5.NYNO",NA
"193","female","gonad","n9","ARHGAP32","y97.x_female_hypothalamus_n9",NA
"194","female","gonad","control","ARHGAP32","L.G118_female_pituitary_control.NYNO",NA
"195","female","gonad","control","ARHGAP32","R.G106_female_pituitary_control",NA
"196","female","gonad","control","ARHGAP32","R.R20_female_pituitary_control",NA
"197","female","gonad","control","ARHGAP32","R.R9_female_pituitary_control.NYNO",NA
"198","female","gonad","control","ARHGAP32","R.W44_female_pituitary_control.NYNO",NA
"199","female","gonad","inc.d9","ARHGAP32","blk.s061.pu.y_female_pituitary_inc.d9",NA
"200","female","gonad","bldg","ARHGAP32","blk11.x_female_pituitary_bldg",NA
"201","female","gonad","hatch","ARHGAP32","blk21.x_female_pituitary_hatch",NA
"202","female","gonad","n9","ARHGAP32","blk4.x_female_pituitary_n9",NA
"203","female","gonad","control","ARHGAP32","blu.o.x.ATLAS_female_pituitary_control",NA
"204","female","gonad","hatch","ARHGAP32","blu103.x_female_pituitary_hatch.NYNO",NA
"205","female","gonad","hatch","ARHGAP32","blu124.w180.x_female_pituitary_hatch",NA
"206","female","gonad","n9","ARHGAP32","blu36.w16_female_pituitary_n9",NA
"207","female","gonad","bldg","ARHGAP32","blu38.g135.x_female_pituitary_bldg",NA
"208","female","gonad","inc.d3","ARHGAP32","blu39.o26.x_female_pituitary_inc.d3.NYNO",NA
"209","female","gonad","inc.d9","ARHGAP32","blu47.y96.x_female_pituitary_inc.d9",NA
"210","female","gonad","n5","ARHGAP32","blu55.g51_female_pituitary_n5",NA
"211","female","gonad","lay","ARHGAP32","g.blk.s004.pk_female_pituitary_lay",NA
"212","female","gonad","lay","ARHGAP32","g.s078.blk.o_female_pituitary_lay",NA
"213","female","gonad","bldg","ARHGAP32","g141.blu27.x_female_pituitary_bldg",NA
"214","female","gonad","inc.d17","ARHGAP32","g142.r40.x_female_pituitary_inc.d17",NA
"215","female","gonad","inc.d3","ARHGAP32","g6.w197.x_female_pituitary_inc.d3",NA
"216","female","gonad","inc.d9","ARHGAP32","g75.x_female_pituitary_inc.d9",NA
"217","female","gonad","bldg","ARHGAP32","l.s120.y.blk_female_pituitary_bldg",NA
"218","female","gonad","inc.d3","ARHGAP32","o156.w80.x_female_pituitary_inc.d3",NA
"219","female","gonad","inc.d3","ARHGAP32","o165.w122.x_female_pituitary_inc.d3.NYNO",NA
"220","female","gonad","hatch","ARHGAP32","o172.w115.x_female_pituitary_hatch.NYNO",NA
"221","female","gonad","inc.d3","ARHGAP32","o173.w179.x_female_pituitary_inc.d3",NA
"222","female","gonad","inc.d17","ARHGAP32","o35.r51.x_female_pituitary_inc.d17",NA
"223","female","gonad","bldg","ARHGAP32","o38.blu29.x_female_pituitary_bldg",NA
"224","female","gonad","inc.d17","ARHGAP32","o52.blu53_female_pituitary_inc.d17",NA
"225","female","gonad","inc.d9","ARHGAP32","o73.x_female_pituitary_inc.d9",NA
"226","female","gonad","control","ARHGAP32","r.r.x.ATLAS.R2XR_female_pituitary_control",NA
"227","female","gonad","control","ARHGAP32","r.r.x.ATLAS_female_pituitary_control",NA
"228","female","gonad","bldg","ARHGAP32","r.s056.g.o_female_pituitary_bldg",NA
"229","female","gonad","n9","ARHGAP32","r.s171.l.w_female_pituitary_n9",NA
"230","female","gonad","hatch","ARHGAP32","r183.o22_female_pituitary_hatch",NA
"231","female","gonad","inc.d3","ARHGAP32","r27.w111.blu125_female_pituitary_inc.d3",NA
"232","female","gonad","inc.d9","ARHGAP32","r30.w112.r46_female_pituitary_inc.d9",NA
"233","female","gonad","inc.d9","ARHGAP32","r36.w184.x_female_pituitary_inc.d9",NA
"234","female","gonad","inc.d17","ARHGAP32","r49.w189.x_female_pituitary_inc.d17",NA
"235","female","gonad","control","ARHGAP32","r6.x_female_pituitary_control",NA
"236","female","gonad","inc.d3","ARHGAP32","r73.g127.x_female_pituitary_inc.d3",NA
"237","female","gonad","bldg","ARHGAP32","r83.g45_female_pituitary_bldg",NA
"238","female","gonad","n9","ARHGAP32","r95.blu99_female_pituitary_n9",NA
"239","female","gonad","lay","ARHGAP32","s.o.pk_female_pituitary_lay",NA
"240","female","gonad","control","ARHGAP32","s.x.ATLAS_female_pituitary_control",NA
"241","female","gonad","bldg","ARHGAP32","s063.d.blk.l_female_pituitary_bldg",NA
"242","female","gonad","bldg","ARHGAP32","s092.blk.r.o_female_pituitary_bldg",NA
"243","female","gonad","lay","ARHGAP32","s095.g.blk.o_female_pituitary_lay",NA
"244","female","gonad","lay","ARHGAP32","s136.d.w.o_female_pituitary_lay",NA
"245","female","gonad","lay","ARHGAP32","s142.o.pk.pu_female_pituitary_lay",NA
"246","female","gonad","lay","ARHGAP32","s176.blk.pu.r_female_pituitary_lay",NA
"247","female","gonad","control","ARHGAP32","w191.r1_female_pituitary_control",NA
"248","female","gonad","inc.d9","ARHGAP32","x.blu101.w43_female_pituitary_inc.d9",NA
"249","female","gonad","inc.d3","ARHGAP32","x.blu102.w105_female_pituitary_inc.d3",NA
"250","female","gonad","n5","ARHGAP32","x.blu109.w121_female_pituitary_n5",NA
"251","female","gonad","inc.d17","ARHGAP32","x.blu116.w107_female_pituitary_inc.d17.NYNO",NA
"252","female","gonad","inc.d9","ARHGAP32","x.blu122.r66_female_pituitary_inc.d9",NA
"253","female","gonad","n9","ARHGAP32","x.blu43.g132_female_pituitary_n9",NA
"254","female","gonad","lay","ARHGAP32","x.blu6.y80_female_pituitary_lay",NA
"255","female","gonad","n5","ARHGAP32","x.g37_female_pituitary_n5",NA
"256","female","gonad","n9","ARHGAP32","x.g4.w50_female_pituitary_n9",NA
"257","female","gonad","n5","ARHGAP32","x.g43_female_pituitary_n5",NA
"258","female","gonad","n5","ARHGAP32","x.g49_female_pituitary_n5.NYNO",NA
"259","female","gonad","inc.d9","ARHGAP32","x.g9.o166_female_pituitary_inc.d9.NYNO",NA
"260","female","gonad","inc.d17","ARHGAP32","x.o159.w90_female_pituitary_inc.d17",NA
"261","female","gonad","n5","ARHGAP32","x.o175.g21_female_pituitary_n5",NA
"262","female","gonad","hatch","ARHGAP32","x.o37.blu50_female_pituitary_hatch",NA
"263","female","gonad","n5","ARHGAP32","x.o70_female_pituitary_n5",NA
"264","female","gonad","inc.d3","ARHGAP32","x.r33.w183_female_pituitary_inc.d3",NA
"265","female","gonad","bldg","ARHGAP32","x.r39.g10_female_pituitary_bldg",NA
"266","female","gonad","hatch","ARHGAP32","x.r44.w95_female_pituitary_hatch",NA
"267","female","gonad","inc.d17","ARHGAP32","x.r48.y139_female_pituitary_inc.d17.NYNO",NA
"268","female","gonad","n5","ARHGAP32","x.r50.w97_female_pituitary_n5",NA
"269","female","gonad","n9","ARHGAP32","x.w178_female_pituitary_n9",NA
"270","female","gonad","lay","ARHGAP32","x.w51_female_pituitary_lay",NA
"271","female","gonad","n9","ARHGAP32","x.w6_female_pituitary_n9",NA
"272","female","gonad","inc.d9","ARHGAP32","x.y109_female_pituitary_inc.d9",NA
"273","female","gonad","n9","ARHGAP32","x.y138.w176_female_pituitary_n9",NA
"274","female","gonad","hatch","ARHGAP32","x.y90_female_pituitary_hatch",NA
"275","female","gonad","inc.d9","ARHGAP32","x.y93.g126_female_pituitary_inc.d9",NA
"276","female","gonad","n9","ARHGAP32","x.y9_female_pituitary_n9",NA
"277","female","gonad","lay","ARHGAP32","y.s156.o.r_female_pituitary_lay",NA
"278","female","gonad","inc.d17","ARHGAP32","y126.w92.x_female_pituitary_inc.d17",NA
"279","female","gonad","inc.d9","ARHGAP32","y128.g23.x_female_pituitary_inc.d9",NA
"280","female","gonad","inc.d3","ARHGAP32","y13.x_female_pituitary_inc.d3",NA
"281","female","gonad","inc.d17","ARHGAP32","y130.o170.x_female_pituitary_inc.d17",NA
"282","female","gonad","inc.d17","ARHGAP32","y135.blu107.x_female_pituitary_inc.d17.NYNO",NA
"283","female","gonad","inc.d17","ARHGAP32","y136.x_female_pituitary_inc.d17",NA
"284","female","gonad","inc.d9","ARHGAP32","y140.w119.x_female_pituitary_inc.d9",NA
"285","female","gonad","hatch","ARHGAP32","y15.x_female_pituitary_hatch",NA
"286","female","gonad","n5","ARHGAP32","y6.o54_female_pituitary_n5",NA
"287","female","gonad","hatch","ARHGAP32","y7.g58_female_pituitary_hatch",NA
"288","female","gonad","n5","ARHGAP32","y94.g133.x_female_pituitary_n5",NA
"289","female","gonad","n9","ARHGAP32","y97.x_female_pituitary_n9",NA
"290","female","gonad","control","ARHGAP32","L.Blu13_male_gonad_control.NYNO",NA
"291","female","gonad","control","ARHGAP32","L.G107_male_gonad_control",NA
"292","female","gonad","control","ARHGAP32","L.R3_male_gonad_control.NYNO",NA
"293","female","gonad","control","ARHGAP32","L.R8_male_gonad_control",NA
"294","female","gonad","control","ARHGAP32","L.W33_male_gonad_control",NA
"295","female","gonad","control","ARHGAP32","L.W3_male_gonad_control.NYNO",NA
"296","female","gonad","control","ARHGAP32","L.W4_male_gonad_control.NYNO",NA
"297","female","gonad","control","ARHGAP32","R.Y108.W29_male_gonad_control",NA
"298","female","gonad","n5","ARHGAP32","blk12.x_male_gonad_n5",NA
"299","female","gonad","inc.d17","ARHGAP32","blk17.x_male_gonad_inc.d17",NA
"300","female","gonad","hatch","ARHGAP32","blu104.w120.x_male_gonad_hatch",NA
"301","female","gonad","inc.d9","ARHGAP32","blu108.w40.o158_male_gonad_inc.d9",NA
"302","female","gonad","inc.d3","ARHGAP32","blu111.w113.x_male_gonad_inc.d3",NA
"303","female","gonad","inc.d17","ARHGAP32","blu113.w124.x_male_gonad_inc.d17",NA
"304","female","gonad","bldg","ARHGAP32","blu114.r38.w198_male_gonad_bldg",NA
"305","female","gonad","inc.d17","ARHGAP32","blu121.w91.x_male_gonad_inc.d17",NA
"306","female","gonad","bldg","ARHGAP32","blu33.y88.x_male_gonad_bldg",NA
"307","female","gonad","n5","ARHGAP32","blu37.r65.x_male_gonad_n5",NA
"308","female","gonad","n5","ARHGAP32","blu41.y100.x_male_gonad_n5",NA
"309","female","gonad","n9","ARHGAP32","blu81.r88_male_gonad_n9",NA
