"","sex","tissue","treatment","gene","samples","counts"
"10627","female","hypothalamus","inc.d9","CISH","x.g9.o166_female_pituitary_inc.d9.NYNO",NA
"10628","female","hypothalamus","inc.d17","CISH","x.o159.w90_female_pituitary_inc.d17",NA
"10629","female","hypothalamus","n5","CISH","x.o175.g21_female_pituitary_n5",NA
"10630","female","hypothalamus","hatch","CISH","x.o37.blu50_female_pituitary_hatch",NA
"10631","female","hypothalamus","n5","CISH","x.o70_female_pituitary_n5",NA
"10632","female","hypothalamus","inc.d3","CISH","x.r33.w183_female_pituitary_inc.d3",NA
"10633","female","hypothalamus","bldg","CISH","x.r39.g10_female_pituitary_bldg",NA
"10634","female","hypothalamus","hatch","CISH","x.r44.w95_female_pituitary_hatch",NA
"10635","female","hypothalamus","inc.d17","CISH","x.r48.y139_female_pituitary_inc.d17.NYNO",NA
"10636","female","hypothalamus","n5","CISH","x.r50.w97_female_pituitary_n5",NA
"10637","female","hypothalamus","n9","CISH","x.w178_female_pituitary_n9",NA
"10638","female","hypothalamus","lay","CISH","x.w51_female_pituitary_lay",NA
"10639","female","hypothalamus","n9","CISH","x.w6_female_pituitary_n9",NA
"10640","female","hypothalamus","inc.d9","CISH","x.y109_female_pituitary_inc.d9",NA
"10641","female","hypothalamus","n9","CISH","x.y138.w176_female_pituitary_n9",NA
"10642","female","hypothalamus","hatch","CISH","x.y90_female_pituitary_hatch",NA
"10643","female","hypothalamus","inc.d9","CISH","x.y93.g126_female_pituitary_inc.d9",NA
"10644","female","hypothalamus","n9","CISH","x.y9_female_pituitary_n9",NA
"10645","female","hypothalamus","lay","CISH","y.s156.o.r_female_pituitary_lay",NA
"10646","female","hypothalamus","inc.d17","CISH","y126.w92.x_female_pituitary_inc.d17",NA
"10647","female","hypothalamus","inc.d9","CISH","y128.g23.x_female_pituitary_inc.d9",NA
"10648","female","hypothalamus","inc.d3","CISH","y13.x_female_pituitary_inc.d3",NA
"10649","female","hypothalamus","inc.d17","CISH","y130.o170.x_female_pituitary_inc.d17",NA
"10650","female","hypothalamus","inc.d17","CISH","y135.blu107.x_female_pituitary_inc.d17.NYNO",NA
"10651","female","hypothalamus","inc.d17","CISH","y136.x_female_pituitary_inc.d17",NA
"10652","female","hypothalamus","inc.d9","CISH","y140.w119.x_female_pituitary_inc.d9",NA
"10653","female","hypothalamus","hatch","CISH","y15.x_female_pituitary_hatch",NA
"10654","female","hypothalamus","n5","CISH","y6.o54_female_pituitary_n5",NA
"10655","female","hypothalamus","hatch","CISH","y7.g58_female_pituitary_hatch",NA
"10656","female","hypothalamus","n5","CISH","y94.g133.x_female_pituitary_n5",NA
"10657","female","hypothalamus","n9","CISH","y97.x_female_pituitary_n9",NA
"10658","female","hypothalamus","control","CISH","L.Blu13_male_gonad_control.NYNO",NA
"10659","female","hypothalamus","control","CISH","L.G107_male_gonad_control",NA
"10660","female","hypothalamus","control","CISH","L.R3_male_gonad_control.NYNO",NA
"10661","female","hypothalamus","control","CISH","L.R8_male_gonad_control",NA
"10662","female","hypothalamus","control","CISH","L.W33_male_gonad_control",NA
"10663","female","hypothalamus","control","CISH","L.W3_male_gonad_control.NYNO",NA
"10664","female","hypothalamus","control","CISH","L.W4_male_gonad_control.NYNO",NA
"10665","female","hypothalamus","control","CISH","R.Y108.W29_male_gonad_control",NA
"10666","female","hypothalamus","n5","CISH","blk12.x_male_gonad_n5",NA
"10667","female","hypothalamus","inc.d17","CISH","blk17.x_male_gonad_inc.d17",NA
"10668","female","hypothalamus","hatch","CISH","blu104.w120.x_male_gonad_hatch",NA
"10669","female","hypothalamus","inc.d9","CISH","blu108.w40.o158_male_gonad_inc.d9",NA
"10670","female","hypothalamus","inc.d3","CISH","blu111.w113.x_male_gonad_inc.d3",NA
"10671","female","hypothalamus","inc.d17","CISH","blu113.w124.x_male_gonad_inc.d17",NA
"10672","female","hypothalamus","bldg","CISH","blu114.r38.w198_male_gonad_bldg",NA
"10673","female","hypothalamus","inc.d17","CISH","blu121.w91.x_male_gonad_inc.d17",NA
"10674","female","hypothalamus","bldg","CISH","blu33.y88.x_male_gonad_bldg",NA
"10675","female","hypothalamus","n5","CISH","blu37.r65.x_male_gonad_n5",NA
"10676","female","hypothalamus","n5","CISH","blu41.y100.x_male_gonad_n5",NA
"10677","female","hypothalamus","n9","CISH","blu81.r88_male_gonad_n9",NA
"10678","female","hypothalamus","n5","CISH","d.s008.y.blk_male_gonad_n5",NA
"10679","female","hypothalamus","n5","CISH","d.s047.blk.o_male_gonad_n5",NA
"10680","female","hypothalamus","n9","CISH","g.s.blk.d_male_gonad_n9",NA
"10681","female","hypothalamus","lay","CISH","g.s.blk.y_male_gonad_lay",NA
"10682","female","hypothalamus","lay","CISH","g.s043.pu.blk_male_gonad_lay",NA
"10683","female","hypothalamus","bldg","CISH","g104.w82.x_male_gonad_bldg",NA
"10684","female","hypothalamus","hatch","CISH","g114.w83.x_male_gonad_hatch.NYNO",NA
"10685","female","hypothalamus","inc.d17","CISH","g130.y81.x_male_gonad_inc.d17",NA
"10686","female","hypothalamus","inc.d17","CISH","g143.blu32.x_male_gonad_inc.d17",NA
"10687","female","hypothalamus","inc.d3","CISH","g146.blu51_male_gonad_inc.d3",NA
"10688","female","hypothalamus","inc.d3","CISH","g20.w106.x_male_gonad_inc.d3",NA
"10689","female","hypothalamus","bldg","CISH","g52.blu58_male_gonad_bldg",NA
"10690","female","hypothalamus","hatch","CISH","g53.y84_male_gonad_hatch",NA
"10691","female","hypothalamus","lay","CISH","o.s.w.r_male_gonad_lay",NA
"10692","female","hypothalamus","n5","CISH","o152.o120.w42_male_gonad_n5",NA
"10693","female","hypothalamus","hatch","CISH","o39.y77.x_male_gonad_hatch",NA
"10694","female","hypothalamus","hatch","CISH","o44.blu26.x_male_gonad_hatch",NA
"10695","female","hypothalamus","inc.d3","CISH","o48.r197.x_male_gonad_inc.d3",NA
"10696","female","hypothalamus","inc.d9","CISH","o49.x_male_gonad_inc.d9",NA
"10697","female","hypothalamus","inc.d9","CISH","o57.g59_male_gonad_inc.d9",NA
"10698","female","hypothalamus","lay","CISH","pk.s238.blk.w_male_gonad_lay",NA
"10699","female","hypothalamus","lay","CISH","pk.w.s141.o_male_gonad_lay",NA
"10700","female","hypothalamus","lay","CISH","r.s005.pk.blk_male_gonad_lay",NA
"10701","female","hypothalamus","bldg","CISH","r.s059.d.o_male_gonad_bldg",NA
"10702","female","hypothalamus","lay","CISH","r.s116.blk.pu_male_gonad_lay",NA
"10703","female","hypothalamus","n9","CISH","r.y.s007.blk_male_gonad_n9",NA
"10704","female","hypothalamus","inc.d17","CISH","r176.blu54_male_gonad_inc.d17",NA
"10705","female","hypothalamus","lay","CISH","r190.o43.x_male_gonad_lay",NA
"10706","female","hypothalamus","n9","CISH","r195.x_male_gonad_n9",NA
"10707","female","hypothalamus","n9","CISH","r37.w100.x_male_gonad_n9",NA
"10708","female","hypothalamus","hatch","CISH","r41.w99.x_male_gonad_hatch",NA
"10709","female","hypothalamus","inc.d9","CISH","r45.X_male_gonad_inc.d9",NA
"10710","female","hypothalamus","hatch","CISH","r72.y83.x_male_gonad_hatch",NA
"10711","female","hypothalamus","bldg","CISH","s.pu148.blk.r_male_gonad_bldg",NA
"10712","female","hypothalamus","bldg","CISH","s065.l.d.o_male_gonad_bldg",NA
"10713","female","hypothalamus","bldg","CISH","s066.l.d.r_male_gonad_bldg",NA
"10714","female","hypothalamus","lay","CISH","s150.w.g.blk_male_gonad_lay",NA
"10715","female","hypothalamus","n9","CISH","s187.l.o.r_male_gonad_n9",NA
"10716","female","hypothalamus","lay","CISH","s243.blk.pk.r_male_gonad_lay",NA
"10717","female","hypothalamus","inc.d9","CISH","w34.x_male_gonad_inc.d9",NA
"10718","female","hypothalamus","control","CISH","x.blk.blk.ATLAS_male_gonad_control",NA
"10719","female","hypothalamus","n9","CISH","x.blk16_male_gonad_n9.NYNO",NA
"10720","female","hypothalamus","inc.d9","CISH","x.blu106.o153_male_gonad_inc.d9.NYNO",NA
"10721","female","hypothalamus","inc.d17","CISH","x.blu117.w89_male_gonad_inc.d17",NA
"10722","female","hypothalamus","n9","CISH","x.blu23.w14_male_gonad_n9",NA
"10723","female","hypothalamus","n5","CISH","x.blu30_male_gonad_n5",NA
"10724","female","hypothalamus","inc.d3","CISH","x.blu42.o28_male_gonad_inc.d3",NA
"10725","female","hypothalamus","control","CISH","x.g.ATLAS_male_gonad_control",NA
"10726","female","hypothalamus","control","CISH","x.g.g.ATLAS_male_gonad_control",NA
"10727","female","hypothalamus","control","CISH","x.g.g.g.ATLAS_male_gonad_control",NA
"10728","female","hypothalamus","inc.d9","CISH","x.g13.w109_male_gonad_inc.d9",NA
"10729","female","hypothalamus","inc.d17","CISH","x.g14.w199_male_gonad_inc.d17",NA
"10730","female","hypothalamus","inc.d3","CISH","x.g147.blu28_male_gonad_inc.d3",NA
"10731","female","hypothalamus","hatch","CISH","x.g70_male_gonad_hatch",NA
"10732","female","hypothalamus","hatch","CISH","x.o160.w102_male_gonad_hatch",NA
"10733","female","hypothalamus","inc.d3","CISH","x.o163.w101_male_gonad_inc.d3",NA
"10734","female","hypothalamus","n5","CISH","x.o164.w123_male_gonad_n5",NA
"10735","female","hypothalamus","n9","CISH","x.o2_male_gonad_n9",NA
"10736","female","hypothalamus","bldg","CISH","x.o30.g134_male_gonad_bldg",NA
"10737","female","hypothalamus","inc.d9","CISH","x.o47.y82_male_gonad_inc.d9",NA
"10738","female","hypothalamus","n5","CISH","x.o68_male_gonad_n5",NA
"10739","female","hypothalamus","hatch","CISH","x.r178_male_gonad_hatch",NA
"10740","female","hypothalamus","n5","CISH","x.r181_male_gonad_n5",NA
"10741","female","hypothalamus","inc.d17","CISH","x.r29.w96_male_gonad_inc.d17",NA
"10742","female","hypothalamus","inc.d3","CISH","x.r64.g140_male_gonad_inc.d3",NA
"10743","female","hypothalamus","bldg","CISH","x.r67.blu35_male_gonad_bldg",NA
"10744","female","hypothalamus","inc.d9","CISH","x.w192.o157_male_gonad_inc.d9",NA
"10745","female","hypothalamus","control","CISH","x.y.s.ATLAS_male_gonad_control",NA
"10746","female","hypothalamus","inc.d17","CISH","x.y132.w76_male_gonad_inc.d17",NA
"10747","female","hypothalamus","inc.d9","CISH","x.y141.w116_male_gonad_inc.d9",NA
"10748","female","hypothalamus","n9","CISH","y129.x_male_gonad_n9",NA
"10749","female","hypothalamus","n9","CISH","y131.w185.x_male_gonad_n9",NA
"10750","female","hypothalamus","inc.d17","CISH","y133.w77.r58_male_gonad_inc.d17",NA
"10751","female","hypothalamus","inc.d3","CISH","y149.r52.x_male_gonad_inc.d3",NA
"10752","female","hypothalamus","inc.d9","CISH","y95.g131.x_male_gonad_inc.d9",NA
"10753","female","hypothalamus","inc.d3","CISH","y98.o50.x_male_gonad_inc.d3",NA
"10754","female","hypothalamus","control","CISH","L.Blu13_male_hypothalamus_control.NYNO",NA
"10755","female","hypothalamus","control","CISH","L.G107_male_hypothalamus_control",NA
"10756","female","hypothalamus","control","CISH","L.R3_male_hypothalamus_control",NA
"10757","female","hypothalamus","control","CISH","L.R8_male_hypothalamus_control",NA
"10758","female","hypothalamus","control","CISH","L.W33_male_hypothalamus_control.NYNO",NA
"10759","female","hypothalamus","control","CISH","L.W3_male_hypothalamus_control",NA
"10760","female","hypothalamus","control","CISH","L.W4_male_hypothalamus_control",NA
"10761","female","hypothalamus","control","CISH","R.Y108.W29_male_hypothalamus_control.NYNO",NA
"10762","female","hypothalamus","n5","CISH","blk12.x_male_hypothalamus_n5.NYNO",NA
"10763","female","hypothalamus","inc.d17","CISH","blk17.x_male_hypothalamus_inc.d17",NA
"10764","female","hypothalamus","hatch","CISH","blu104.w120.x_male_hypothalamus_hatch",NA
"10765","female","hypothalamus","inc.d9","CISH","blu108.w40.o158_male_hypothalamus_inc.d9",NA
"10766","female","hypothalamus","inc.d3","CISH","blu111.w113.x_male_hypothalamus_inc.d3",NA
"10767","female","hypothalamus","inc.d17","CISH","blu113.w124.x_male_hypothalamus_inc.d17",NA
"10768","female","hypothalamus","bldg","CISH","blu114.r38.w198_male_hypothalamus_bldg",NA
"10769","female","hypothalamus","inc.d17","CISH","blu121.w91.x_male_hypothalamus_inc.d17",NA
"10770","female","hypothalamus","bldg","CISH","blu33.y88.x_male_hypothalamus_bldg",NA
"10771","female","hypothalamus","n5","CISH","blu37.r65.x_male_hypothalamus_n5",NA
"10772","female","hypothalamus","n5","CISH","blu41.y100.x_male_hypothalamus_n5.NYNO",NA
"10773","female","hypothalamus","n9","CISH","blu81.r88_male_hypothalamus_n9",NA
"10774","female","hypothalamus","n5","CISH","d.s008.y.blk_male_hypothalamus_n5",NA
"10775","female","hypothalamus","n5","CISH","d.s047.blk.o_male_hypothalamus_n5",NA
"10776","female","hypothalamus","n9","CISH","g.s.blk.d_male_hypothalamus_n9",NA
"10777","female","hypothalamus","lay","CISH","g.s.blk.y_male_hypothalamus_lay",NA
"10778","female","hypothalamus","lay","CISH","g.s043.pu.blk_male_hypothalamus_lay",NA
"10779","female","hypothalamus","bldg","CISH","g104.w82.x_male_hypothalamus_bldg",NA
"10780","female","hypothalamus","hatch","CISH","g114.w83.x_male_hypothalamus_hatch",NA
"10781","female","hypothalamus","inc.d17","CISH","g130.y81.x_male_hypothalamus_inc.d17",NA
"10782","female","hypothalamus","inc.d17","CISH","g143.blu32.x_male_hypothalamus_inc.d17",NA
"10783","female","hypothalamus","inc.d3","CISH","g146.blu51_male_hypothalamus_inc.d3.NYNO",NA
"10784","female","hypothalamus","inc.d3","CISH","g20.w106.x_male_hypothalamus_inc.d3",NA
"10785","female","hypothalamus","bldg","CISH","g52.blu58_male_hypothalamus_bldg",NA
"10786","female","hypothalamus","hatch","CISH","g53.y84_male_hypothalamus_hatch",NA
"10787","female","hypothalamus","lay","CISH","o.s.w.r_male_hypothalamus_lay",NA
"10788","female","hypothalamus","n5","CISH","o152.o120.w42_male_hypothalamus_n5",NA
"10789","female","hypothalamus","hatch","CISH","o39.y77.x_male_hypothalamus_hatch",NA
"10790","female","hypothalamus","hatch","CISH","o44.blu26.x_male_hypothalamus_hatch",NA
"10791","female","hypothalamus","inc.d3","CISH","o48.r197.x_male_hypothalamus_inc.d3",NA
"10792","female","hypothalamus","inc.d9","CISH","o49.x_male_hypothalamus_inc.d9",NA
"10793","female","hypothalamus","inc.d9","CISH","o57.g59_male_hypothalamus_inc.d9",NA
"10794","female","hypothalamus","lay","CISH","pk.s238.blk.w_male_hypothalamus_lay",NA
"10795","female","hypothalamus","lay","CISH","pk.w.s141.o_male_hypothalamus_lay",NA
"10796","female","hypothalamus","lay","CISH","r.s005.pk.blk_male_hypothalamus_lay",NA
"10797","female","hypothalamus","bldg","CISH","r.s059.d.o_male_hypothalamus_bldg",NA
"10798","female","hypothalamus","lay","CISH","r.s116.blk.pu_male_hypothalamus_lay",NA
"10799","female","hypothalamus","n9","CISH","r.y.s007.blk_male_hypothalamus_n9",NA
"10800","female","hypothalamus","inc.d17","CISH","r176.blu54_male_hypothalamus_inc.d17",NA
"10801","female","hypothalamus","lay","CISH","r190.o43.x_male_hypothalamus_lay",NA
"10802","female","hypothalamus","n9","CISH","r195.x_male_hypothalamus_n9",NA
"10803","female","hypothalamus","n9","CISH","r37.w100.x_male_hypothalamus_n9",NA
"10804","female","hypothalamus","hatch","CISH","r41.w99.x_male_hypothalamus_hatch",NA
"10805","female","hypothalamus","inc.d9","CISH","r45.x_male_hypothalamus_inc.d9",NA
"10806","female","hypothalamus","hatch","CISH","r72.y83.x_male_hypothalamus_hatch",NA
"10807","female","hypothalamus","bldg","CISH","s.pu148.blk.r_male_hypothalamus_bldg",NA
"10808","female","hypothalamus","bldg","CISH","s065.l.d.o_male_hypothalamus_bldg",NA
"10809","female","hypothalamus","bldg","CISH","s066.l.d.r_male_hypothalamus_bldg",NA
"10810","female","hypothalamus","lay","CISH","s150.w.g.blk_male_hypothalamus_lay",NA
"10811","female","hypothalamus","n9","CISH","s187.l.o.r_male_hypothalamus_n9",NA
"10812","female","hypothalamus","lay","CISH","s243.blk.pk.r_male_hypothalamus_lay",NA
"10813","female","hypothalamus","inc.d9","CISH","w34.x_male_hypothalamus_inc.d9",NA
"10814","female","hypothalamus","control","CISH","x.blk.blk.ATLAS_male_hypothalamus_control",NA
"10815","female","hypothalamus","n9","CISH","x.blk16_male_hypothalamus_n9.NYNO",NA
"10816","female","hypothalamus","inc.d9","CISH","x.blu106.o153_male_hypothalamus_inc.d9",NA
"10817","female","hypothalamus","inc.d17","CISH","x.blu117.w89_male_hypothalamus_inc.d17",NA
"10818","female","hypothalamus","n9","CISH","x.blu23.w14_male_hypothalamus_n9",NA
"10819","female","hypothalamus","n5","CISH","x.blu30_male_hypothalamus_n5",NA
"10820","female","hypothalamus","inc.d3","CISH","x.blu42.o28_male_hypothalamus_inc.d3.NYNO",NA
"10821","female","hypothalamus","control","CISH","x.g.ATLAS_male_hypothalamus_control",NA
"10822","female","hypothalamus","control","CISH","x.g.g.ATLAS_male_hypothalamus_control",NA
"10823","female","hypothalamus","inc.d9","CISH","x.g13.w109_male_hypothalamus_inc.d9",NA
"10824","female","hypothalamus","inc.d17","CISH","x.g14.w199_male_hypothalamus_inc.d17",NA
"10825","female","hypothalamus","inc.d3","CISH","x.g147.blu28_male_hypothalamus_inc.d3",NA
"10826","female","hypothalamus","hatch","CISH","x.g70_male_hypothalamus_hatch",NA
"10827","female","hypothalamus","hatch","CISH","x.o160.w102_male_hypothalamus_hatch",NA
"10828","female","hypothalamus","inc.d3","CISH","x.o163.w101_male_hypothalamus_inc.d3",NA
"10829","female","hypothalamus","n5","CISH","x.o164.w123_male_hypothalamus_n5",NA
"10830","female","hypothalamus","n9","CISH","x.o2_male_hypothalamus_n9",NA
"10831","female","hypothalamus","bldg","CISH","x.o30.g134_male_hypothalamus_bldg",NA
"10832","female","hypothalamus","inc.d9","CISH","x.o47.y82_male_hypothalamus_inc.d9",NA
"10833","female","hypothalamus","n5","CISH","x.o68_male_hypothalamus_n5",NA
"10834","female","hypothalamus","hatch","CISH","x.r178_male_hypothalamus_hatch",NA
"10835","female","hypothalamus","n5","CISH","x.r181_male_hypothalamus_n5",NA
"10836","female","hypothalamus","inc.d17","CISH","x.r29.w96_male_hypothalamus_inc.d17",NA
"10837","female","hypothalamus","inc.d3","CISH","x.r64.g140_male_hypothalamus_inc.d3",NA
"10838","female","hypothalamus","bldg","CISH","x.r67.blu35_male_hypothalamus_bldg",NA
"10839","female","hypothalamus","inc.d9","CISH","x.w192.o157_male_hypothalamus_inc.d9",NA
"10840","female","hypothalamus","inc.d17","CISH","x.y132.w76_male_hypothalamus_inc.d17",NA
"10841","female","hypothalamus","inc.d9","CISH","x.y141.w116_male_hypothalamus_inc.d9",NA
"10842","female","hypothalamus","n9","CISH","y129.x_male_hypothalamus_n9",NA
"10843","female","hypothalamus","n9","CISH","y131.w185.x_male_hypothalamus_n9",NA
"10844","female","hypothalamus","inc.d17","CISH","y133.w77.r58_male_hypothalamus_inc.d17",NA
"10845","female","hypothalamus","inc.d3","CISH","y149.r52.x_male_hypothalamus_inc.d3",NA
"10846","female","hypothalamus","inc.d9","CISH","y95.g131.x_male_hypothalamus_inc.d9",NA
"10847","female","hypothalamus","inc.d3","CISH","y98.o50.x_male_hypothalamus_inc.d3",NA
"10848","female","hypothalamus","control","CISH","L.Blu13_male_pituitary_control.NYNO",NA
"10849","female","hypothalamus","control","CISH","L.G107_male_pituitary_control",NA
"10850","female","hypothalamus","control","CISH","L.R3_male_pituitary_control.NYNO",NA
"10851","female","hypothalamus","control","CISH","L.R8_male_pituitary_control",NA
"10852","female","hypothalamus","control","CISH","L.W33_male_pituitary_control",NA
"10853","female","hypothalamus","control","CISH","L.W3_male_pituitary_control",NA
"10854","female","hypothalamus","control","CISH","L.W4_male_pituitary_control",NA
"10855","female","hypothalamus","control","CISH","R.Y108.W29_male_pituitary_control",NA
"10856","female","hypothalamus","n5","CISH","blk12.x_male_pituitary_n5",NA
"10857","female","hypothalamus","inc.d17","CISH","blk17.x_male_pituitary_inc.d17",NA
"10858","female","hypothalamus","hatch","CISH","blu104.w120.x_male_pituitary_hatch.NYNO",NA
"10859","female","hypothalamus","inc.d9","CISH","blu108.w40.o158_male_pituitary_inc.d9",NA
"10860","female","hypothalamus","inc.d3","CISH","blu111.w113.x_male_pituitary_inc.d3",NA
"10861","female","hypothalamus","inc.d17","CISH","blu113.w124.x_male_pituitary_inc.d17.NYNO",NA
"10862","female","hypothalamus","bldg","CISH","blu114.r38.w198_male_pituitary_bldg",NA
"10863","female","hypothalamus","inc.d17","CISH","blu121.w91.x_male_pituitary_inc.d17",NA
"10864","female","hypothalamus","bldg","CISH","blu33.y88.x_male_pituitary_bldg",NA
"10865","female","hypothalamus","n5","CISH","blu37.r65.x_male_pituitary_n5",NA
"10866","female","hypothalamus","n5","CISH","blu41.y100.x_male_pituitary_n5",NA
"10867","female","hypothalamus","n9","CISH","blu81.r88_male_pituitary_n9",NA
"10868","female","hypothalamus","n5","CISH","d.s008.y.blk_male_pituitary_n5",NA
"10869","female","hypothalamus","n5","CISH","d.s047.blk.o_male_pituitary_n5",NA
"10870","female","hypothalamus","n9","CISH","g.s.blk.d_male_pituitary_n9",NA
"10871","female","hypothalamus","lay","CISH","g.s.blk.y_male_pituitary_lay",NA
"10872","female","hypothalamus","lay","CISH","g.s043.pu.blk_male_pituitary_lay",NA
"10873","female","hypothalamus","bldg","CISH","g104.w82.x_male_pituitary_bldg",NA
"10874","female","hypothalamus","hatch","CISH","g114.w83.x_male_pituitary_hatch.NYNO",NA
"10875","female","hypothalamus","inc.d17","CISH","g130.y81.x_male_pituitary_inc.d17",NA
"10876","female","hypothalamus","inc.d17","CISH","g143.blu32.x_male_pituitary_inc.d17",NA
"10877","female","hypothalamus","inc.d3","CISH","g146.blu51_male_pituitary_inc.d3",NA
"10878","female","hypothalamus","inc.d3","CISH","g20.w106.x_male_pituitary_inc.d3",NA
"10879","female","hypothalamus","bldg","CISH","g52.blu58_male_pituitary_bldg",NA
"10880","female","hypothalamus","hatch","CISH","g53.y84_male_pituitary_hatch",NA
"10881","female","hypothalamus","lay","CISH","o.s.w.r_male_pituitary_lay",NA
"10882","female","hypothalamus","n5","CISH","o152.o120.w42_male_pituitary_n5",NA
"10883","female","hypothalamus","hatch","CISH","o39.y77.x_male_pituitary_hatch",NA
"10884","female","hypothalamus","hatch","CISH","o44.blu26.x_male_pituitary_hatch",NA
"10885","female","hypothalamus","inc.d3","CISH","o48.r197.x_male_pituitary_inc.d3",NA
"10886","female","hypothalamus","inc.d9","CISH","o49.x_male_pituitary_inc.d9",NA
"10887","female","hypothalamus","inc.d9","CISH","o57.g59_male_pituitary_inc.d9",NA
"10888","female","hypothalamus","lay","CISH","pk.s238.blk.w_male_pituitary_lay",NA
"10889","female","hypothalamus","lay","CISH","pk.w.s141.o_male_pituitary_lay",NA
"10890","female","hypothalamus","lay","CISH","r.s005.pk.blk_male_pituitary_lay",NA
"10891","female","hypothalamus","bldg","CISH","r.s059.d.o_male_pituitary_bldg",NA
"10892","female","hypothalamus","lay","CISH","r.s116.blk.pu_male_pituitary_lay",NA
"10893","female","hypothalamus","n9","CISH","r.y.s007.blk_male_pituitary_n9",NA
"10894","female","hypothalamus","inc.d17","CISH","r176.blu54_male_pituitary_inc.d17",NA
"10895","female","hypothalamus","lay","CISH","r190.o43.x_male_pituitary_lay",NA
"10896","female","hypothalamus","n9","CISH","r195.x_male_pituitary_n9",NA
"10897","female","hypothalamus","n9","CISH","r37.w100.x_male_pituitary_n9",NA
"10898","female","hypothalamus","hatch","CISH","r41.w99.x_male_pituitary_hatch",NA
"10899","female","hypothalamus","inc.d9","CISH","r45.X_male_pituitary_inc.d9",NA
"10900","female","hypothalamus","hatch","CISH","r72.y83.x_male_pituitary_hatch",NA
"10901","female","hypothalamus","bldg","CISH","s.pu148.blk.r_male_pituitary_bldg",NA
"10902","female","hypothalamus","bldg","CISH","s065.l.d.o_male_pituitary_bldg",NA
"10903","female","hypothalamus","bldg","CISH","s066.l.d.r_male_pituitary_bldg",NA
"10904","female","hypothalamus","lay","CISH","s150.w.g.blk_male_pituitary_lay",NA
"10905","female","hypothalamus","n9","CISH","s187.l.o.r_male_pituitary_n9",NA
"10906","female","hypothalamus","lay","CISH","s243.blk.pk.r_male_pituitary_lay",NA
"10907","female","hypothalamus","inc.d9","CISH","w34.x_male_pituitary_inc.d9",NA
"10908","female","hypothalamus","control","CISH","x.blk.blk.ATLAS_male_pituitary_control",NA
"10909","female","hypothalamus","n9","CISH","x.blk16_male_pituitary_n9",NA
"10910","female","hypothalamus","control","CISH","x.blu.o.ATLAS_male_pituitary_control",NA
"10911","female","hypothalamus","inc.d9","CISH","x.blu106.o153_male_pituitary_inc.d9.NYNO",NA
"10912","female","hypothalamus","inc.d17","CISH","x.blu117.w89_male_pituitary_inc.d17",NA
"10913","female","hypothalamus","n9","CISH","x.blu23.w14_male_pituitary_n9",NA
"10914","female","hypothalamus","n5","CISH","x.blu30_male_pituitary_n5",NA
"10915","female","hypothalamus","inc.d3","CISH","x.blu42.o28_male_pituitary_inc.d3",NA
"10916","female","hypothalamus","control","CISH","x.g.ATLAS_male_pituitary_control",NA
"10917","female","hypothalamus","control","CISH","x.g.g.ATLAS_male_pituitary_control",NA
"10918","female","hypothalamus","control","CISH","x.g.g.g.ATLAS_male_pituitary_control",NA
"10919","female","hypothalamus","inc.d9","CISH","x.g13.w109_male_pituitary_inc.d9",NA
"10920","female","hypothalamus","inc.d17","CISH","x.g14.w199_male_pituitary_inc.d17",NA
"10921","female","hypothalamus","inc.d3","CISH","x.g147.blu28_male_pituitary_inc.d3",NA
"10922","female","hypothalamus","hatch","CISH","x.g70_male_pituitary_hatch",NA
"10923","female","hypothalamus","hatch","CISH","x.o160.w102_male_pituitary_hatch",NA
"10924","female","hypothalamus","inc.d3","CISH","x.o163.w101_male_pituitary_inc.d3.NYNO",NA
"10925","female","hypothalamus","n5","CISH","x.o164.w123_male_pituitary_n5.NYNO",NA
"10926","female","hypothalamus","n9","CISH","x.o2_male_pituitary_n9",NA
"10927","female","hypothalamus","bldg","CISH","x.o30.g134_male_pituitary_bldg",NA
"10928","female","hypothalamus","inc.d9","CISH","x.o47.y82_male_pituitary_inc.d9",NA
"10929","female","hypothalamus","n5","CISH","x.o68_male_pituitary_n5",NA
"10930","female","hypothalamus","hatch","CISH","x.r178_male_pituitary_hatch",NA
"10931","female","hypothalamus","n5","CISH","x.r181_male_pituitary_n5",NA
"10932","female","hypothalamus","inc.d17","CISH","x.r29.w96_male_pituitary_inc.d17",NA
"10933","female","hypothalamus","inc.d3","CISH","x.r64.g140_male_pituitary_inc.d3",NA
"10934","female","hypothalamus","bldg","CISH","x.r67.blu35_male_pituitary_bldg.NYNO",NA
"10935","female","hypothalamus","inc.d9","CISH","x.w192.o157_male_pituitary_inc.d9",NA
"10936","female","hypothalamus","control","CISH","x.y.s.ATLAS_male_pituitary_control",NA
"10937","female","hypothalamus","inc.d17","CISH","x.y132.w76_male_pituitary_inc.d17",NA
"10938","female","hypothalamus","inc.d9","CISH","x.y141.w116_male_pituitary_inc.d9",NA
"10939","female","hypothalamus","n9","CISH","y129.x_male_pituitary_n9",NA
"10940","female","hypothalamus","n9","CISH","y131.w185.x_male_pituitary_n9",NA
"10941","female","hypothalamus","inc.d17","CISH","y133.w77.r58_male_pituitary_inc.d17",NA
"10942","female","hypothalamus","inc.d3","CISH","y149.r52.x_male_pituitary_inc.d3",NA
"10943","female","hypothalamus","inc.d9","CISH","y95.g131.x_male_pituitary_inc.d9",NA
"10944","female","hypothalamus","inc.d3","CISH","y98.o50.x_male_pituitary_inc.d3",NA
