"","sex","tissue","treatment","gene","samples","counts"
"487","female","pituitary","lay","PALB2","g.s078.blk.o_female_pituitary_lay",8.4033736671646
"488","female","pituitary","inc.d3","PALB2","g6.w197.x_female_pituitary_inc.d3",8.65937886202839
"489","female","pituitary","inc.d3","PALB2","o156.w80.x_female_pituitary_inc.d3",8.63629287779376
"490","female","pituitary","inc.d3","PALB2","o173.w179.x_female_pituitary_inc.d3",8.76665452865632
"491","female","pituitary","inc.d17","PALB2","o52.blu53_female_pituitary_inc.d17",8.55728436925615
"492","female","pituitary","control","PALB2","r.r.x.ATLAS_female_pituitary_control",8.36486316047221
"493","female","pituitary","hatch","PALB2","r183.o22_female_pituitary_hatch",8.60307912589281
"494","female","pituitary","inc.d9","PALB2","r36.w184.x_female_pituitary_inc.d9",8.24178295783454
"495","female","pituitary","inc.d3","PALB2","r73.g127.x_female_pituitary_inc.d3",8.44246617922116
"496","female","pituitary","lay","PALB2","s.o.pk_female_pituitary_lay",8.59350641115302
"497","female","pituitary","bldg","PALB2","s092.blk.r.o_female_pituitary_bldg",8.59129636665483
"498","female","pituitary","lay","PALB2","s142.o.pk.pu_female_pituitary_lay",8.34427410525387
"499","female","pituitary","inc.d9","PALB2","x.blu101.w43_female_pituitary_inc.d9",8.50661328465288
"500","female","pituitary","inc.d17","PALB2","x.blu116.w107_female_pituitary_inc.d17.NYNO",8.14807122070273
"501","female","pituitary","lay","PALB2","x.blu6.y80_female_pituitary_lay",8.26625197810706
"502","female","pituitary","n5","PALB2","x.g43_female_pituitary_n5",8.58368464778474
"503","female","pituitary","inc.d17","PALB2","x.o159.w90_female_pituitary_inc.d17",8.15962710472339
"504","female","pituitary","n5","PALB2","x.o70_female_pituitary_n5",8.52774795274792
"505","female","pituitary","hatch","PALB2","x.r44.w95_female_pituitary_hatch",8.54795159424626
"506","female","pituitary","n9","PALB2","x.w178_female_pituitary_n9",8.57976123881651
"507","female","pituitary","inc.d9","PALB2","x.y109_female_pituitary_inc.d9",8.51818844385278
"508","female","pituitary","inc.d9","PALB2","x.y93.g126_female_pituitary_inc.d9",8.61153993376751
"509","female","pituitary","inc.d17","PALB2","y126.w92.x_female_pituitary_inc.d17",8.39970463481153
"510","female","pituitary","inc.d17","PALB2","y130.o170.x_female_pituitary_inc.d17",8.61266421976746
"511","female","pituitary","inc.d9","PALB2","y140.w119.x_female_pituitary_inc.d9",8.40682338048759
"512","female","pituitary","hatch","PALB2","y7.g58_female_pituitary_hatch",8.53288830368694
"513","female","pituitary","control","PRL","L.G118_female_pituitary_control.NYNO",17.8828576631502
"514","female","pituitary","control","PRL","R.R9_female_pituitary_control.NYNO",16.8225084966783
"515","female","pituitary","bldg","PRL","blk11.x_female_pituitary_bldg",17.6302721494152
"516","female","pituitary","control","PRL","blu.o.x.ATLAS_female_pituitary_control",20.9267483628017
"517","female","pituitary","n9","PRL","blu36.w16_female_pituitary_n9",18.7459315607778
"518","female","pituitary","inc.d9","PRL","blu47.y96.x_female_pituitary_inc.d9",17.7683563826303
"519","female","pituitary","lay","PRL","g.s078.blk.o_female_pituitary_lay",16.5337910277895
"520","female","pituitary","inc.d3","PRL","g6.w197.x_female_pituitary_inc.d3",18.0590503861533
"521","female","pituitary","inc.d3","PRL","o156.w80.x_female_pituitary_inc.d3",17.6947752928313
"522","female","pituitary","inc.d3","PRL","o173.w179.x_female_pituitary_inc.d3",17.91663624163
"523","female","pituitary","inc.d17","PRL","o52.blu53_female_pituitary_inc.d17",20.2266194779997
"524","female","pituitary","control","PRL","r.r.x.ATLAS_female_pituitary_control",19.0431018375551
"525","female","pituitary","hatch","PRL","r183.o22_female_pituitary_hatch",19.8581583644632
"526","female","pituitary","inc.d9","PRL","r36.w184.x_female_pituitary_inc.d9",18.2855547538204
"527","female","pituitary","inc.d3","PRL","r73.g127.x_female_pituitary_inc.d3",17.3594622868085
"528","female","pituitary","lay","PRL","s.o.pk_female_pituitary_lay",17.6193164883428
"529","female","pituitary","bldg","PRL","s092.blk.r.o_female_pituitary_bldg",16.3227155827984
"530","female","pituitary","lay","PRL","s142.o.pk.pu_female_pituitary_lay",17.5142894147263
"531","female","pituitary","inc.d9","PRL","x.blu101.w43_female_pituitary_inc.d9",17.8458191227486
"532","female","pituitary","inc.d17","PRL","x.blu116.w107_female_pituitary_inc.d17.NYNO",20.6580997332999
"533","female","pituitary","lay","PRL","x.blu6.y80_female_pituitary_lay",14.8080600545577
"534","female","pituitary","n5","PRL","x.g43_female_pituitary_n5",20.1024039196271
"535","female","pituitary","inc.d17","PRL","x.o159.w90_female_pituitary_inc.d17",20.3078004165106
"536","female","pituitary","n5","PRL","x.o70_female_pituitary_n5",19.4765511163945
"537","female","pituitary","hatch","PRL","x.r44.w95_female_pituitary_hatch",20.8667879172975
"538","female","pituitary","n9","PRL","x.w178_female_pituitary_n9",19.3865066370535
"539","female","pituitary","inc.d9","PRL","x.y109_female_pituitary_inc.d9",17.8419307234064
"540","female","pituitary","inc.d9","PRL","x.y93.g126_female_pituitary_inc.d9",17.354407442955
"541","female","pituitary","inc.d17","PRL","y126.w92.x_female_pituitary_inc.d17",20.5191624159767
"542","female","pituitary","inc.d17","PRL","y130.o170.x_female_pituitary_inc.d17",20.2718368920926
"543","female","pituitary","inc.d9","PRL","y140.w119.x_female_pituitary_inc.d9",17.7839945291
"544","female","pituitary","hatch","PRL","y7.g58_female_pituitary_hatch",20.5989701608278
"545","female","pituitary","control","PRLR","L.G118_female_pituitary_control.NYNO",8.53486330434165
"546","female","pituitary","control","PRLR","R.R9_female_pituitary_control.NYNO",8.12334101971385
"547","female","pituitary","bldg","PRLR","blk11.x_female_pituitary_bldg",7.04694098744265
"548","female","pituitary","control","PRLR","blu.o.x.ATLAS_female_pituitary_control",8.12948066503145
"549","female","pituitary","n9","PRLR","blu36.w16_female_pituitary_n9",7.02367825186456
"550","female","pituitary","inc.d9","PRLR","blu47.y96.x_female_pituitary_inc.d9",7.14942312549756
"551","female","pituitary","lay","PRLR","g.s078.blk.o_female_pituitary_lay",7.02683892530328
"552","female","pituitary","inc.d3","PRLR","g6.w197.x_female_pituitary_inc.d3",6.97085650066111
"553","female","pituitary","inc.d3","PRLR","o156.w80.x_female_pituitary_inc.d3",7.21070615401343
"554","female","pituitary","inc.d3","PRLR","o173.w179.x_female_pituitary_inc.d3",6.993709621656
"555","female","pituitary","inc.d17","PRLR","o52.blu53_female_pituitary_inc.d17",7.1000864918223
"556","female","pituitary","control","PRLR","r.r.x.ATLAS_female_pituitary_control",7.82498275125949
"557","female","pituitary","hatch","PRLR","r183.o22_female_pituitary_hatch",6.90241064407974
"558","female","pituitary","inc.d9","PRLR","r36.w184.x_female_pituitary_inc.d9",8.26342561964274
"559","female","pituitary","inc.d3","PRLR","r73.g127.x_female_pituitary_inc.d3",6.91258557602187
"560","female","pituitary","lay","PRLR","s.o.pk_female_pituitary_lay",7.00332774186645
"561","female","pituitary","bldg","PRLR","s092.blk.r.o_female_pituitary_bldg",6.84183874590861
"562","female","pituitary","lay","PRLR","s142.o.pk.pu_female_pituitary_lay",7.01705976389059
"563","female","pituitary","inc.d9","PRLR","x.blu101.w43_female_pituitary_inc.d9",7.28428708473938
"564","female","pituitary","inc.d17","PRLR","x.blu116.w107_female_pituitary_inc.d17.NYNO",8.259741101363
"565","female","pituitary","lay","PRLR","x.blu6.y80_female_pituitary_lay",7.34855029371369
"566","female","pituitary","n5","PRLR","x.g43_female_pituitary_n5",7.29383827708271
"567","female","pituitary","inc.d17","PRLR","x.o159.w90_female_pituitary_inc.d17",8.04344143373225
"568","female","pituitary","n5","PRLR","x.o70_female_pituitary_n5",6.8808083996122
"569","female","pituitary","hatch","PRLR","x.r44.w95_female_pituitary_hatch",6.6409435414917
"570","female","pituitary","n9","PRLR","x.w178_female_pituitary_n9",6.82481695836154
"571","female","pituitary","inc.d9","PRLR","x.y109_female_pituitary_inc.d9",6.96601093404482
"572","female","pituitary","inc.d9","PRLR","x.y93.g126_female_pituitary_inc.d9",7.00164597769917
"573","female","pituitary","inc.d17","PRLR","y126.w92.x_female_pituitary_inc.d17",8.04651378201649
"574","female","pituitary","inc.d17","PRLR","y130.o170.x_female_pituitary_inc.d17",6.72114339422238
"575","female","pituitary","inc.d9","PRLR","y140.w119.x_female_pituitary_inc.d9",7.45225186817227
"576","female","pituitary","hatch","PRLR","y7.g58_female_pituitary_hatch",7.6099235840084
"577","male","gonad","control","AVPR1B","L.G107_male_gonad_control",4.58576939572507
"578","male","gonad","control","AVPR1B","L.W33_male_gonad_control",4.58576939572507
"579","male","gonad","control","AVPR1B","R.Y108.W29_male_gonad_control",4.58576939572507
"580","male","gonad","hatch","AVPR1B","blu104.w120.x_male_gonad_hatch",4.58576939572507
"581","male","gonad","inc.d17","AVPR1B","blu113.w124.x_male_gonad_inc.d17",4.96044912322571
"582","male","gonad","bldg","AVPR1B","blu33.y88.x_male_gonad_bldg",4.99411547566522
"583","male","gonad","n9","AVPR1B","blu81.r88_male_gonad_n9",4.83129402478554
"584","male","gonad","n9","AVPR1B","g.s.blk.d_male_gonad_n9",4.90711133091111
"585","male","gonad","bldg","AVPR1B","g104.w82.x_male_gonad_bldg",4.58576939572507
"586","male","gonad","inc.d17","AVPR1B","g143.blu32.x_male_gonad_inc.d17",4.91929172754117
"587","male","gonad","bldg","AVPR1B","g52.blu58_male_gonad_bldg",4.58576939572507
"588","male","gonad","n5","AVPR1B","o152.o120.w42_male_gonad_n5",4.87727887703098
"589","male","gonad","inc.d3","AVPR1B","o48.r197.x_male_gonad_inc.d3",4.96213773488911
"590","male","gonad","lay","AVPR1B","pk.s238.blk.w_male_gonad_lay",4.77340700541454
"591","male","gonad","bldg","AVPR1B","r.s059.d.o_male_gonad_bldg",4.58576939572507
"592","male","gonad","inc.d17","AVPR1B","r176.blu54_male_gonad_inc.d17",4.58576939572507
"593","male","gonad","n9","AVPR1B","r37.w100.x_male_gonad_n9",4.58576939572507
"594","male","gonad","hatch","AVPR1B","r72.y83.x_male_gonad_hatch",4.92078045775338
"595","male","gonad","bldg","AVPR1B","s066.l.d.r_male_gonad_bldg",4.58576939572507
"596","male","gonad","lay","AVPR1B","s243.blk.pk.r_male_gonad_lay",4.79880454390771
"597","male","gonad","n9","AVPR1B","x.blk16_male_gonad_n9.NYNO",4.58576939572507
"598","male","gonad","n9","AVPR1B","x.blu23.w14_male_gonad_n9",4.58576939572507
"599","male","gonad","control","AVPR1B","x.g.ATLAS_male_gonad_control",4.58576939572507
"600","male","gonad","inc.d9","AVPR1B","x.g13.w109_male_gonad_inc.d9",4.58576939572507
"601","male","gonad","hatch","AVPR1B","x.g70_male_gonad_hatch",4.58576939572507
"602","male","gonad","n5","AVPR1B","x.o164.w123_male_gonad_n5",4.58576939572507
"603","male","gonad","inc.d9","AVPR1B","x.o47.y82_male_gonad_inc.d9",4.58576939572507
"604","male","gonad","n5","AVPR1B","x.r181_male_gonad_n5",4.58576939572507
"605","male","gonad","bldg","AVPR1B","x.r67.blu35_male_gonad_bldg",4.58576939572507
"606","male","gonad","inc.d17","AVPR1B","x.y132.w76_male_gonad_inc.d17",4.58576939572507
"607","male","gonad","n9","AVPR1B","y131.w185.x_male_gonad_n9",4.58576939572507
"608","male","gonad","inc.d9","AVPR1B","y95.g131.x_male_gonad_inc.d9",4.58576939572507
"609","male","gonad","control","BRCA1","L.G107_male_gonad_control",8.5123399938403
"610","male","gonad","control","BRCA1","L.W33_male_gonad_control",8.73540771344641
"611","male","gonad","control","BRCA1","R.Y108.W29_male_gonad_control",8.73545614223614
"612","male","gonad","hatch","BRCA1","blu104.w120.x_male_gonad_hatch",9.15680381742107
"613","male","gonad","inc.d17","BRCA1","blu113.w124.x_male_gonad_inc.d17",9.09972432770006
"614","male","gonad","bldg","BRCA1","blu33.y88.x_male_gonad_bldg",9.23577355991715
"615","male","gonad","n9","BRCA1","blu81.r88_male_gonad_n9",9.04817121540088
"616","male","gonad","n9","BRCA1","g.s.blk.d_male_gonad_n9",8.95614082604766
"617","male","gonad","bldg","BRCA1","g104.w82.x_male_gonad_bldg",9.40889927138631
"618","male","gonad","inc.d17","BRCA1","g143.blu32.x_male_gonad_inc.d17",9.13607836277352
"619","male","gonad","bldg","BRCA1","g52.blu58_male_gonad_bldg",9.00339617284357
"620","male","gonad","n5","BRCA1","o152.o120.w42_male_gonad_n5",9.10416461362212
"621","male","gonad","inc.d3","BRCA1","o48.r197.x_male_gonad_inc.d3",9.41279370692263
"622","male","gonad","lay","BRCA1","pk.s238.blk.w_male_gonad_lay",9.32545301847819
"623","male","gonad","bldg","BRCA1","r.s059.d.o_male_gonad_bldg",9.40492988891534
"624","male","gonad","inc.d17","BRCA1","r176.blu54_male_gonad_inc.d17",9.30841122247678
"625","male","gonad","n9","BRCA1","r37.w100.x_male_gonad_n9",9.16920719294268
"626","male","gonad","hatch","BRCA1","r72.y83.x_male_gonad_hatch",9.01251175531509
"627","male","gonad","bldg","BRCA1","s066.l.d.r_male_gonad_bldg",9.4859073112291
"628","male","gonad","lay","BRCA1","s243.blk.pk.r_male_gonad_lay",9.13338653083507
"629","male","gonad","n9","BRCA1","x.blk16_male_gonad_n9.NYNO",9.34014623224723
"630","male","gonad","n9","BRCA1","x.blu23.w14_male_gonad_n9",9.06455965508684
"631","male","gonad","control","BRCA1","x.g.ATLAS_male_gonad_control",8.90411439186053
"632","male","gonad","inc.d9","BRCA1","x.g13.w109_male_gonad_inc.d9",9.16448363109712
"633","male","gonad","hatch","BRCA1","x.g70_male_gonad_hatch",9.26885615913789
"634","male","gonad","n5","BRCA1","x.o164.w123_male_gonad_n5",9.50690186785778
"635","male","gonad","inc.d9","BRCA1","x.o47.y82_male_gonad_inc.d9",9.06928697275084
"636","male","gonad","n5","BRCA1","x.r181_male_gonad_n5",9.08832174839728
"637","male","gonad","bldg","BRCA1","x.r67.blu35_male_gonad_bldg",8.7619482586634
"638","male","gonad","inc.d17","BRCA1","x.y132.w76_male_gonad_inc.d17",9.00509534535553
"639","male","gonad","n9","BRCA1","y131.w185.x_male_gonad_n9",8.8873494029446
"640","male","gonad","inc.d9","BRCA1","y95.g131.x_male_gonad_inc.d9",8.58723858541132
"641","male","gonad","control","MYC","L.G107_male_gonad_control",5.44881037433826
"642","male","gonad","control","MYC","L.W33_male_gonad_control",4.58576939572507
"643","male","gonad","control","MYC","R.Y108.W29_male_gonad_control",5.41024101661517
"644","male","gonad","hatch","MYC","blu104.w120.x_male_gonad_hatch",5.36591004583045
"645","male","gonad","inc.d17","MYC","blu113.w124.x_male_gonad_inc.d17",5.41449431055766
"646","male","gonad","bldg","MYC","blu33.y88.x_male_gonad_bldg",5.64575814361939
"647","male","gonad","n9","MYC","blu81.r88_male_gonad_n9",5.31543073744962
"648","male","gonad","n9","MYC","g.s.blk.d_male_gonad_n9",5.22455188472036
"649","male","gonad","bldg","MYC","g104.w82.x_male_gonad_bldg",5.46982645609822
"650","male","gonad","inc.d17","MYC","g143.blu32.x_male_gonad_inc.d17",5.32509332942798
"651","male","gonad","bldg","MYC","g52.blu58_male_gonad_bldg",5.30469359665793
"652","male","gonad","n5","MYC","o152.o120.w42_male_gonad_n5",5.27432796638391
"653","male","gonad","inc.d3","MYC","o48.r197.x_male_gonad_inc.d3",5.74767156615617
"654","male","gonad","lay","MYC","pk.s238.blk.w_male_gonad_lay",5.59360867860549
"655","male","gonad","bldg","MYC","r.s059.d.o_male_gonad_bldg",5.44773670563592
"656","male","gonad","inc.d17","MYC","r176.blu54_male_gonad_inc.d17",5.34365728079167
"657","male","gonad","n9","MYC","r37.w100.x_male_gonad_n9",5.3476116073761
"658","male","gonad","hatch","MYC","r72.y83.x_male_gonad_hatch",5.32833705610726
"659","male","gonad","bldg","MYC","s066.l.d.r_male_gonad_bldg",5.3986580250236
"660","male","gonad","lay","MYC","s243.blk.pk.r_male_gonad_lay",5.60880322545002
"661","male","gonad","n9","MYC","x.blk16_male_gonad_n9.NYNO",5.31761284668991
"662","male","gonad","n9","MYC","x.blu23.w14_male_gonad_n9",4.58576939572507
"663","male","gonad","control","MYC","x.g.ATLAS_male_gonad_control",4.58576939572507
"664","male","gonad","inc.d9","MYC","x.g13.w109_male_gonad_inc.d9",5.31954655393602
"665","male","gonad","hatch","MYC","x.g70_male_gonad_hatch",5.07075742572036
"666","male","gonad","n5","MYC","x.o164.w123_male_gonad_n5",5.078023591937
"667","male","gonad","inc.d9","MYC","x.o47.y82_male_gonad_inc.d9",5.56745929520473
"668","male","gonad","n5","MYC","x.r181_male_gonad_n5",5.10775425829689
"669","male","gonad","bldg","MYC","x.r67.blu35_male_gonad_bldg",5.08760872101464
"670","male","gonad","inc.d17","MYC","x.y132.w76_male_gonad_inc.d17",5.09904751122613
"671","male","gonad","n9","MYC","y131.w185.x_male_gonad_n9",5.53040674064493
"672","male","gonad","inc.d9","MYC","y95.g131.x_male_gonad_inc.d9",5.30266833141905
"673","male","gonad","control","PALB2","L.G107_male_gonad_control",8.53227426175448
"674","male","gonad","control","PALB2","L.W33_male_gonad_control",8.94089636430066
"675","male","gonad","control","PALB2","R.Y108.W29_male_gonad_control",8.89335146445563
"676","male","gonad","hatch","PALB2","blu104.w120.x_male_gonad_hatch",8.49807693996549
"677","male","gonad","inc.d17","PALB2","blu113.w124.x_male_gonad_inc.d17",8.92178855224737
"678","male","gonad","bldg","PALB2","blu33.y88.x_male_gonad_bldg",9.10718588244684
"679","male","gonad","n9","PALB2","blu81.r88_male_gonad_n9",8.93120648546453
"680","male","gonad","n9","PALB2","g.s.blk.d_male_gonad_n9",9.07314916127065
"681","male","gonad","bldg","PALB2","g104.w82.x_male_gonad_bldg",8.92461026832992
"682","male","gonad","inc.d17","PALB2","g143.blu32.x_male_gonad_inc.d17",8.89508312616558
"683","male","gonad","bldg","PALB2","g52.blu58_male_gonad_bldg",8.85158323722179
"684","male","gonad","n5","PALB2","o152.o120.w42_male_gonad_n5",9.1516044418938
"685","male","gonad","inc.d3","PALB2","o48.r197.x_male_gonad_inc.d3",8.69627333054589
"686","male","gonad","lay","PALB2","pk.s238.blk.w_male_gonad_lay",8.54508892535166
"687","male","gonad","bldg","PALB2","r.s059.d.o_male_gonad_bldg",8.79879524696102
"688","male","gonad","inc.d17","PALB2","r176.blu54_male_gonad_inc.d17",9.04334460651739
"689","male","gonad","n9","PALB2","r37.w100.x_male_gonad_n9",8.84835657814786
"690","male","gonad","hatch","PALB2","r72.y83.x_male_gonad_hatch",8.59250656518799
"691","male","gonad","bldg","PALB2","s066.l.d.r_male_gonad_bldg",8.79343001746525
"692","male","gonad","lay","PALB2","s243.blk.pk.r_male_gonad_lay",9.16674710197508
"693","male","gonad","n9","PALB2","x.blk16_male_gonad_n9.NYNO",9.15573423694958
"694","male","gonad","n9","PALB2","x.blu23.w14_male_gonad_n9",8.64651355528303
"695","male","gonad","control","PALB2","x.g.ATLAS_male_gonad_control",8.41546485880859
"696","male","gonad","inc.d9","PALB2","x.g13.w109_male_gonad_inc.d9",8.72684423856363
"697","male","gonad","hatch","PALB2","x.g70_male_gonad_hatch",8.96251893965475
"698","male","gonad","n5","PALB2","x.o164.w123_male_gonad_n5",8.94861676337676
"699","male","gonad","inc.d9","PALB2","x.o47.y82_male_gonad_inc.d9",8.26184643791729
"700","male","gonad","n5","PALB2","x.r181_male_gonad_n5",9.19012369627258
"701","male","gonad","bldg","PALB2","x.r67.blu35_male_gonad_bldg",8.99196929650928
"702","male","gonad","inc.d17","PALB2","x.y132.w76_male_gonad_inc.d17",9.0194299949092
"703","male","gonad","n9","PALB2","y131.w185.x_male_gonad_n9",8.76597962190043
"704","male","gonad","inc.d9","PALB2","y95.g131.x_male_gonad_inc.d9",8.77324276803724
"705","male","gonad","control","PRL","L.G107_male_gonad_control",9.36470460922641
"706","male","gonad","control","PRL","L.W33_male_gonad_control",9.66498589568368
"707","male","gonad","control","PRL","R.Y108.W29_male_gonad_control",9.57525404000455
"708","male","gonad","hatch","PRL","blu104.w120.x_male_gonad_hatch",9.76080159740844
"709","male","gonad","inc.d17","PRL","blu113.w124.x_male_gonad_inc.d17",9.81256692657366
"710","male","gonad","bldg","PRL","blu33.y88.x_male_gonad_bldg",9.81302416952147
"711","male","gonad","n9","PRL","blu81.r88_male_gonad_n9",10.6491292135136
"712","male","gonad","n9","PRL","g.s.blk.d_male_gonad_n9",10.843101739526
"713","male","gonad","bldg","PRL","g104.w82.x_male_gonad_bldg",9.50449454297161
"714","male","gonad","inc.d17","PRL","g143.blu32.x_male_gonad_inc.d17",9.49213130375838
"715","male","gonad","bldg","PRL","g52.blu58_male_gonad_bldg",9.59870317435144
"716","male","gonad","n5","PRL","o152.o120.w42_male_gonad_n5",10.6418151312751
"717","male","gonad","inc.d3","PRL","o48.r197.x_male_gonad_inc.d3",9.8534334193297
"718","male","gonad","lay","PRL","pk.s238.blk.w_male_gonad_lay",9.58995942940896
"719","male","gonad","bldg","PRL","r.s059.d.o_male_gonad_bldg",9.32478804914176
"720","male","gonad","inc.d17","PRL","r176.blu54_male_gonad_inc.d17",9.46752787845749
"721","male","gonad","n9","PRL","r37.w100.x_male_gonad_n9",9.61746412796396
"722","male","gonad","hatch","PRL","r72.y83.x_male_gonad_hatch",9.44883428187366
"723","male","gonad","bldg","PRL","s066.l.d.r_male_gonad_bldg",9.72027616102811
"724","male","gonad","lay","PRL","s243.blk.pk.r_male_gonad_lay",10.8144157450837
"725","male","gonad","n9","PRL","x.blk16_male_gonad_n9.NYNO",10.0670546448725
"726","male","gonad","n9","PRL","x.blu23.w14_male_gonad_n9",9.48655241923796
"727","male","gonad","control","PRL","x.g.ATLAS_male_gonad_control",9.75847301644097
"728","male","gonad","inc.d9","PRL","x.g13.w109_male_gonad_inc.d9",10.7078256774281
"729","male","gonad","hatch","PRL","x.g70_male_gonad_hatch",9.57930108555574
"730","male","gonad","n5","PRL","x.o164.w123_male_gonad_n5",10.5373160118898
"731","male","gonad","inc.d9","PRL","x.o47.y82_male_gonad_inc.d9",9.54519719328832
"732","male","gonad","n5","PRL","x.r181_male_gonad_n5",9.9601177594153
"733","male","gonad","bldg","PRL","x.r67.blu35_male_gonad_bldg",9.36113544612864
"734","male","gonad","inc.d17","PRL","x.y132.w76_male_gonad_inc.d17",9.55600931364252
"735","male","gonad","n9","PRL","y131.w185.x_male_gonad_n9",10.3581527968824
"736","male","gonad","inc.d9","PRL","y95.g131.x_male_gonad_inc.d9",9.53442826765063
"737","male","gonad","control","PRLR","L.G107_male_gonad_control",6.57105130752379
"738","male","gonad","control","PRLR","L.W33_male_gonad_control",6.99486301795274
"739","male","gonad","control","PRLR","R.Y108.W29_male_gonad_control",6.93407597358188
"740","male","gonad","hatch","PRLR","blu104.w120.x_male_gonad_hatch",6.47629636247046
"741","male","gonad","inc.d17","PRLR","blu113.w124.x_male_gonad_inc.d17",6.92435191364016
"742","male","gonad","bldg","PRLR","blu33.y88.x_male_gonad_bldg",6.3879919027164
"743","male","gonad","n9","PRLR","blu81.r88_male_gonad_n9",6.56324847059772
"744","male","gonad","n9","PRLR","g.s.blk.d_male_gonad_n9",6.97720829353053
"745","male","gonad","bldg","PRLR","g104.w82.x_male_gonad_bldg",6.35614403305464
"746","male","gonad","inc.d17","PRLR","g143.blu32.x_male_gonad_inc.d17",6.52413510317311
"747","male","gonad","bldg","PRLR","g52.blu58_male_gonad_bldg",6.49736008615944
"748","male","gonad","n5","PRLR","o152.o120.w42_male_gonad_n5",6.93074674009834
"749","male","gonad","inc.d3","PRLR","o48.r197.x_male_gonad_inc.d3",6.58910042037221
"750","male","gonad","lay","PRLR","pk.s238.blk.w_male_gonad_lay",6.37203512675063
"751","male","gonad","bldg","PRLR","r.s059.d.o_male_gonad_bldg",6.36947116834374
"752","male","gonad","inc.d17","PRLR","r176.blu54_male_gonad_inc.d17",6.55258956320413
"753","male","gonad","n9","PRLR","r37.w100.x_male_gonad_n9",6.73114745245249
"754","male","gonad","hatch","PRLR","r72.y83.x_male_gonad_hatch",6.69478075661206
"755","male","gonad","bldg","PRLR","s066.l.d.r_male_gonad_bldg",7.05695314564727
"756","male","gonad","lay","PRLR","s243.blk.pk.r_male_gonad_lay",7.06551230994947
"757","male","gonad","n9","PRLR","x.blk16_male_gonad_n9.NYNO",6.48490200316736
"758","male","gonad","n9","PRLR","x.blu23.w14_male_gonad_n9",6.55119477290141
"759","male","gonad","control","PRLR","x.g.ATLAS_male_gonad_control",7.03236331204016
"760","male","gonad","inc.d9","PRLR","x.g13.w109_male_gonad_inc.d9",6.5742700371447
"761","male","gonad","hatch","PRLR","x.g70_male_gonad_hatch",6.33258116138486
"762","male","gonad","n5","PRLR","x.o164.w123_male_gonad_n5",7.14933313516817
"763","male","gonad","inc.d9","PRLR","x.o47.y82_male_gonad_inc.d9",6.42423608502998
"764","male","gonad","n5","PRLR","x.r181_male_gonad_n5",6.63562919805863
"765","male","gonad","bldg","PRLR","x.r67.blu35_male_gonad_bldg",6.2714585571312
"766","male","gonad","inc.d17","PRLR","x.y132.w76_male_gonad_inc.d17",6.20996914646457
"767","male","gonad","n9","PRLR","y131.w185.x_male_gonad_n9",6.30032959852119
"768","male","gonad","inc.d9","PRLR","y95.g131.x_male_gonad_inc.d9",6.64679324777354
"769","male","hypothalamus","control","AVPR1B","L.R3_male_hypothalamus_control",4.64302625876119
"770","male","hypothalamus","control","AVPR1B","L.W3_male_hypothalamus_control",4.64302625876119
"771","male","hypothalamus","n5","AVPR1B","blk12.x_male_hypothalamus_n5.NYNO",4.90890345464503
"772","male","hypothalamus","inc.d9","AVPR1B","blu108.w40.o158_male_hypothalamus_inc.d9",4.87902419748377
"773","male","hypothalamus","bldg","AVPR1B","blu114.r38.w198_male_hypothalamus_bldg",4.906492556958
"774","male","hypothalamus","n5","AVPR1B","blu37.r65.x_male_hypothalamus_n5",5.15797332614955
"775","male","hypothalamus","n5","AVPR1B","d.s008.y.blk_male_hypothalamus_n5",4.64302625876119
"776","male","hypothalamus","lay","AVPR1B","g.s.blk.y_male_hypothalamus_lay",5.26449354810361
"777","male","hypothalamus","hatch","AVPR1B","g114.w83.x_male_hypothalamus_hatch",4.64302625876119
"778","male","hypothalamus","inc.d3","AVPR1B","g146.blu51_male_hypothalamus_inc.d3.NYNO",4.64302625876119
"779","male","hypothalamus","hatch","AVPR1B","g53.y84_male_hypothalamus_hatch",5.02966855673422
"780","male","hypothalamus","hatch","AVPR1B","o39.y77.x_male_hypothalamus_hatch",4.96958759702936
"781","male","hypothalamus","inc.d9","AVPR1B","o49.x_male_hypothalamus_inc.d9",4.64302625876119
"782","male","hypothalamus","lay","AVPR1B","pk.w.s141.o_male_hypothalamus_lay",4.64302625876119
"783","male","hypothalamus","lay","AVPR1B","r.s116.blk.pu_male_hypothalamus_lay",4.64302625876119
"784","male","hypothalamus","lay","AVPR1B","r190.o43.x_male_hypothalamus_lay",4.64302625876119
"785","male","hypothalamus","hatch","AVPR1B","r41.w99.x_male_hypothalamus_hatch",4.85659205262669
"786","male","hypothalamus","bldg","AVPR1B","s.pu148.blk.r_male_hypothalamus_bldg",4.64302625876119
"787","male","hypothalamus","lay","AVPR1B","s150.w.g.blk_male_hypothalamus_lay",4.64302625876119
"788","male","hypothalamus","inc.d9","AVPR1B","w34.x_male_hypothalamus_inc.d9",4.64302625876119
"789","male","hypothalamus","inc.d9","AVPR1B","x.blu106.o153_male_hypothalamus_inc.d9",4.64302625876119
"790","male","hypothalamus","n5","AVPR1B","x.blu30_male_hypothalamus_n5",4.64302625876119
"791","male","hypothalamus","control","AVPR1B","x.g.g.ATLAS_male_hypothalamus_control",4.64302625876119
"792","male","hypothalamus","inc.d3","AVPR1B","x.g147.blu28_male_hypothalamus_inc.d3",4.64302625876119
