"","sex","tissue","treatment","gene","samples","counts"
"32","female","gonad","hatch","AVPR1B","y7.g58_female_gonad_hatch",4.53165886927067
"33","female","gonad","control","BRCA1","R.R20_female_gonad_control",9.5703123202422
"34","female","gonad","inc.d9","BRCA1","blk.s061.pu.y_female_gonad_inc.d9",9.26841482566751
"35","female","gonad","n9","BRCA1","blk4.x_female_gonad_n9",8.84083239937056
"36","female","gonad","hatch","BRCA1","blu124.w180.x_female_gonad_hatch",9.31961037102135
"37","female","gonad","inc.d3","BRCA1","blu39.o26.x_female_gonad_inc.d3",7.43928132367401
"38","female","gonad","lay","BRCA1","g.blk.s004.pk_female_gonad_lay",9.17824872883594
"39","female","gonad","bldg","BRCA1","g141.blu27.x_female_gonad_bldg",8.63809586103152
"40","female","gonad","inc.d9","BRCA1","g75.x_female_gonad_inc.d9",8.64901806802578
"41","female","gonad","inc.d3","BRCA1","o165.w122.x_female_gonad_inc.d3.NYNO",9.41215215501233
"42","female","gonad","inc.d17","BRCA1","o35.r51.x_female_gonad_inc.d17",9.46105508127699
"43","female","gonad","inc.d9","BRCA1","o73.x_female_gonad_inc.d9",9.3234070305708
"44","female","gonad","bldg","BRCA1","r.s056.g.o_female_gonad_bldg",8.63592982760483
"45","female","gonad","inc.d3","BRCA1","r27.w111.blu125_female_gonad_inc.d3",9.98988248163367
"46","female","gonad","inc.d17","BRCA1","r49.w189.x_female_gonad_inc.d17",10.0925806091064
"47","female","gonad","bldg","BRCA1","r83.g45_female_gonad_bldg",7.96499107443209
"48","female","gonad","control","BRCA1","s.x.ATLAS_female_gonad_control",9.33698214762986
"49","female","gonad","lay","BRCA1","s095.g.blk.o_female_gonad_lay",9.43016621512151
"50","female","gonad","lay","BRCA1","s176.blk.pu.r_female_gonad_lay",8.95690978191742
"51","female","gonad","inc.d3","BRCA1","x.blu102.w105_female_gonad_inc.d3",9.10575688243478
"52","female","gonad","inc.d9","BRCA1","x.blu122.r66_female_gonad_inc.d9",8.89251985486122
"53","female","gonad","control","BRCA1","x.g.g.ATLAS_female_gonad_control",10.688392447383
"54","female","gonad","n5","BRCA1","x.g43_female_gonad_n5",9.68524075321782
"55","female","gonad","inc.d17","BRCA1","x.o159.w90_female_gonad_inc.d17",8.92193941363706
"56","female","gonad","n5","BRCA1","x.o70_female_gonad_n5",9.73041910419307
"57","female","gonad","hatch","BRCA1","x.r44.w95_female_gonad_hatch",10.2868530207784
"58","female","gonad","n9","BRCA1","x.w178_female_gonad_n9",9.35380967690644
"59","female","gonad","inc.d9","BRCA1","x.y109_female_gonad_inc.d9",9.11330031438431
"60","female","gonad","inc.d9","BRCA1","x.y93.g126_female_gonad_inc.d9",9.53653539023042
"61","female","gonad","inc.d17","BRCA1","y126.w92.x_female_gonad_inc.d17",8.98615301828669
"62","female","gonad","inc.d17","BRCA1","y130.o170.x_female_gonad_inc.d17",10.5631369468845
"63","female","gonad","inc.d9","BRCA1","y140.w119.x_female_gonad_inc.d9",9.48695833965368
"64","female","gonad","hatch","BRCA1","y7.g58_female_gonad_hatch",9.74074702700935
"65","female","gonad","control","MYC","R.R20_female_gonad_control",8.69412042786076
"66","female","gonad","inc.d9","MYC","blk.s061.pu.y_female_gonad_inc.d9",8.72326798457325
"67","female","gonad","n9","MYC","blk4.x_female_gonad_n9",8.95555094366816
"68","female","gonad","hatch","MYC","blu124.w180.x_female_gonad_hatch",9.178398693993
"69","female","gonad","inc.d3","MYC","blu39.o26.x_female_gonad_inc.d3",8.87737969676423
"70","female","gonad","lay","MYC","g.blk.s004.pk_female_gonad_lay",8.16167751559798
"71","female","gonad","bldg","MYC","g141.blu27.x_female_gonad_bldg",9.17892903500426
"72","female","gonad","inc.d9","MYC","g75.x_female_gonad_inc.d9",9.19663947376077
"73","female","gonad","inc.d3","MYC","o165.w122.x_female_gonad_inc.d3.NYNO",8.69688052593195
"74","female","gonad","inc.d17","MYC","o35.r51.x_female_gonad_inc.d17",9.0263786660992
"75","female","gonad","inc.d9","MYC","o73.x_female_gonad_inc.d9",8.74781528432028
"76","female","gonad","bldg","MYC","r.s056.g.o_female_gonad_bldg",8.28568520896619
"77","female","gonad","inc.d3","MYC","r27.w111.blu125_female_gonad_inc.d3",8.82378881934794
"78","female","gonad","inc.d17","MYC","r49.w189.x_female_gonad_inc.d17",8.77461302694538
"79","female","gonad","bldg","MYC","r83.g45_female_gonad_bldg",8.99506033912426
"80","female","gonad","control","MYC","s.x.ATLAS_female_gonad_control",8.28745552848817
"81","female","gonad","lay","MYC","s095.g.blk.o_female_gonad_lay",8.65815198653489
"82","female","gonad","lay","MYC","s176.blk.pu.r_female_gonad_lay",8.05087760090319
"83","female","gonad","inc.d3","MYC","x.blu102.w105_female_gonad_inc.d3",9.19346570737314
"84","female","gonad","inc.d9","MYC","x.blu122.r66_female_gonad_inc.d9",8.76103435250504
"85","female","gonad","control","MYC","x.g.g.ATLAS_female_gonad_control",8.57794222369169
"86","female","gonad","n5","MYC","x.g43_female_gonad_n5",8.75179954491186
"87","female","gonad","inc.d17","MYC","x.o159.w90_female_gonad_inc.d17",8.99824461352185
"88","female","gonad","n5","MYC","x.o70_female_gonad_n5",9.45015510950435
"89","female","gonad","hatch","MYC","x.r44.w95_female_gonad_hatch",8.38166133616452
"90","female","gonad","n9","MYC","x.w178_female_gonad_n9",8.79993506265522
"91","female","gonad","inc.d9","MYC","x.y109_female_gonad_inc.d9",8.90257888629426
"92","female","gonad","inc.d9","MYC","x.y93.g126_female_gonad_inc.d9",9.23773905966274
"93","female","gonad","inc.d17","MYC","y126.w92.x_female_gonad_inc.d17",9.21463394422866
"94","female","gonad","inc.d17","MYC","y130.o170.x_female_gonad_inc.d17",8.9221224280287
"95","female","gonad","inc.d9","MYC","y140.w119.x_female_gonad_inc.d9",8.76652977993878
"96","female","gonad","hatch","MYC","y7.g58_female_gonad_hatch",8.78832533218499
"97","female","gonad","control","PALB2","R.R20_female_gonad_control",7.66322008171224
"98","female","gonad","inc.d9","PALB2","blk.s061.pu.y_female_gonad_inc.d9",8.42414507674273
"99","female","gonad","n9","PALB2","blk4.x_female_gonad_n9",8.98177166437386
"100","female","gonad","hatch","PALB2","blu124.w180.x_female_gonad_hatch",8.41853858062311
"101","female","gonad","inc.d3","PALB2","blu39.o26.x_female_gonad_inc.d3",8.63072099122351
"102","female","gonad","lay","PALB2","g.blk.s004.pk_female_gonad_lay",8.56450860597852
"103","female","gonad","bldg","PALB2","g141.blu27.x_female_gonad_bldg",8.25737053833345
"104","female","gonad","inc.d9","PALB2","g75.x_female_gonad_inc.d9",8.33407911203684
"105","female","gonad","inc.d3","PALB2","o165.w122.x_female_gonad_inc.d3.NYNO",8.08452458233745
"106","female","gonad","inc.d17","PALB2","o35.r51.x_female_gonad_inc.d17",7.82642191292486
"107","female","gonad","inc.d9","PALB2","o73.x_female_gonad_inc.d9",8.33485568441152
"108","female","gonad","bldg","PALB2","r.s056.g.o_female_gonad_bldg",8.59389500407162
"109","female","gonad","inc.d3","PALB2","r27.w111.blu125_female_gonad_inc.d3",8.13351935434859
"110","female","gonad","inc.d17","PALB2","r49.w189.x_female_gonad_inc.d17",8.1533649209026
"111","female","gonad","bldg","PALB2","r83.g45_female_gonad_bldg",8.74252897886046
"112","female","gonad","control","PALB2","s.x.ATLAS_female_gonad_control",7.80846135636146
"113","female","gonad","lay","PALB2","s095.g.blk.o_female_gonad_lay",8.10561222375254
"114","female","gonad","lay","PALB2","s176.blk.pu.r_female_gonad_lay",8.88084815867828
"115","female","gonad","inc.d3","PALB2","x.blu102.w105_female_gonad_inc.d3",8.39970280564788
"116","female","gonad","inc.d9","PALB2","x.blu122.r66_female_gonad_inc.d9",8.23775503087874
"117","female","gonad","control","PALB2","x.g.g.ATLAS_female_gonad_control",8.12183677278428
"118","female","gonad","n5","PALB2","x.g43_female_gonad_n5",8.07275564053081
"119","female","gonad","inc.d17","PALB2","x.o159.w90_female_gonad_inc.d17",8.06924527389691
"120","female","gonad","n5","PALB2","x.o70_female_gonad_n5",8.33977708061856
"121","female","gonad","hatch","PALB2","x.r44.w95_female_gonad_hatch",8.3027617348398
"122","female","gonad","n9","PALB2","x.w178_female_gonad_n9",8.16066234153983
"123","female","gonad","inc.d9","PALB2","x.y109_female_gonad_inc.d9",8.66872191652459
"124","female","gonad","inc.d9","PALB2","x.y93.g126_female_gonad_inc.d9",8.25508058546219
"125","female","gonad","inc.d17","PALB2","y126.w92.x_female_gonad_inc.d17",8.1791302814805
"126","female","gonad","inc.d17","PALB2","y130.o170.x_female_gonad_inc.d17",8.50456085274923
"127","female","gonad","inc.d9","PALB2","y140.w119.x_female_gonad_inc.d9",8.12788192237924
"128","female","gonad","hatch","PALB2","y7.g58_female_gonad_hatch",8.38905907306028
"129","female","gonad","control","PRL","R.R20_female_gonad_control",9.52216143305344
"130","female","gonad","inc.d9","PRL","blk.s061.pu.y_female_gonad_inc.d9",9.21896478126541
"131","female","gonad","n9","PRL","blk4.x_female_gonad_n9",9.20215395363133
"132","female","gonad","hatch","PRL","blu124.w180.x_female_gonad_hatch",9.50429877793619
"133","female","gonad","inc.d3","PRL","blu39.o26.x_female_gonad_inc.d3",9.60849077355008
"134","female","gonad","lay","PRL","g.blk.s004.pk_female_gonad_lay",11.2453768511782
"135","female","gonad","bldg","PRL","g141.blu27.x_female_gonad_bldg",9.52112050125511
"136","female","gonad","inc.d9","PRL","g75.x_female_gonad_inc.d9",9.17091099351325
"137","female","gonad","inc.d3","PRL","o165.w122.x_female_gonad_inc.d3.NYNO",9.91610882528266
"138","female","gonad","inc.d17","PRL","o35.r51.x_female_gonad_inc.d17",9.84350797321611
"139","female","gonad","inc.d9","PRL","o73.x_female_gonad_inc.d9",9.13989543125015
"140","female","gonad","bldg","PRL","r.s056.g.o_female_gonad_bldg",8.9728042884559
"141","female","gonad","inc.d3","PRL","r27.w111.blu125_female_gonad_inc.d3",9.46181437210622
"142","female","gonad","inc.d17","PRL","r49.w189.x_female_gonad_inc.d17",9.48512537243018
"143","female","gonad","bldg","PRL","r83.g45_female_gonad_bldg",9.46726338912917
"144","female","gonad","control","PRL","s.x.ATLAS_female_gonad_control",9.75595856695375
"145","female","gonad","lay","PRL","s095.g.blk.o_female_gonad_lay",9.92344970622074
"146","female","gonad","lay","PRL","s176.blk.pu.r_female_gonad_lay",9.83452745995779
"147","female","gonad","inc.d3","PRL","x.blu102.w105_female_gonad_inc.d3",9.46707083731664
"148","female","gonad","inc.d9","PRL","x.blu122.r66_female_gonad_inc.d9",10.4981756989848
"149","female","gonad","control","PRL","x.g.g.ATLAS_female_gonad_control",9.46426535174686
"150","female","gonad","n5","PRL","x.g43_female_gonad_n5",9.21068006904393
"151","female","gonad","inc.d17","PRL","x.o159.w90_female_gonad_inc.d17",9.97957280184639
"152","female","gonad","n5","PRL","x.o70_female_gonad_n5",8.87033197399965
"153","female","gonad","hatch","PRL","x.r44.w95_female_gonad_hatch",9.33230195722539
"154","female","gonad","n9","PRL","x.w178_female_gonad_n9",9.51443310676516
"155","female","gonad","inc.d9","PRL","x.y109_female_gonad_inc.d9",9.74949209333238
"156","female","gonad","inc.d9","PRL","x.y93.g126_female_gonad_inc.d9",9.06725197492537
"157","female","gonad","inc.d17","PRL","y126.w92.x_female_gonad_inc.d17",9.80131397373148
"158","female","gonad","inc.d17","PRL","y130.o170.x_female_gonad_inc.d17",9.58808690867138
"159","female","gonad","inc.d9","PRL","y140.w119.x_female_gonad_inc.d9",9.58120950151829
"160","female","gonad","hatch","PRL","y7.g58_female_gonad_hatch",9.7385265747456
"161","female","gonad","control","PRLR","R.R20_female_gonad_control",6.47438663814617
"162","female","gonad","inc.d9","PRLR","blk.s061.pu.y_female_gonad_inc.d9",5.96842389503616
"163","female","gonad","n9","PRLR","blk4.x_female_gonad_n9",5.864954091288
"164","female","gonad","hatch","PRLR","blu124.w180.x_female_gonad_hatch",5.62138335284299
"165","female","gonad","inc.d3","PRLR","blu39.o26.x_female_gonad_inc.d3",5.43871084674658
"166","female","gonad","lay","PRLR","g.blk.s004.pk_female_gonad_lay",5.53264640325801
"167","female","gonad","bldg","PRLR","g141.blu27.x_female_gonad_bldg",7.45589261893636
"168","female","gonad","inc.d9","PRLR","g75.x_female_gonad_inc.d9",5.65670074287293
"169","female","gonad","inc.d3","PRLR","o165.w122.x_female_gonad_inc.d3.NYNO",5.49667547566462
"170","female","gonad","inc.d17","PRLR","o35.r51.x_female_gonad_inc.d17",5.73118245064958
"171","female","gonad","inc.d9","PRLR","o73.x_female_gonad_inc.d9",5.70069425674527
"172","female","gonad","bldg","PRLR","r.s056.g.o_female_gonad_bldg",6.75082521155653
"173","female","gonad","inc.d3","PRLR","r27.w111.blu125_female_gonad_inc.d3",5.24479919074248
"174","female","gonad","inc.d17","PRLR","r49.w189.x_female_gonad_inc.d17",5.73188205205589
"175","female","gonad","bldg","PRLR","r83.g45_female_gonad_bldg",5.39117008309252
"176","female","gonad","control","PRLR","s.x.ATLAS_female_gonad_control",6.47093854340161
"177","female","gonad","lay","PRLR","s095.g.blk.o_female_gonad_lay",6.58801230232222
"178","female","gonad","lay","PRLR","s176.blk.pu.r_female_gonad_lay",6.12530522801376
"179","female","gonad","inc.d3","PRLR","x.blu102.w105_female_gonad_inc.d3",5.87508513823384
"180","female","gonad","inc.d9","PRLR","x.blu122.r66_female_gonad_inc.d9",5.59232992481993
"181","female","gonad","control","PRLR","x.g.g.ATLAS_female_gonad_control",5.89792029876808
"182","female","gonad","n5","PRLR","x.g43_female_gonad_n5",5.76805515607995
"183","female","gonad","inc.d17","PRLR","x.o159.w90_female_gonad_inc.d17",6.17274159191027
"184","female","gonad","n5","PRLR","x.o70_female_gonad_n5",5.47110936304069
"185","female","gonad","hatch","PRLR","x.r44.w95_female_gonad_hatch",5.27672803441761
"186","female","gonad","n9","PRLR","x.w178_female_gonad_n9",5.85080380594351
"187","female","gonad","inc.d9","PRLR","x.y109_female_gonad_inc.d9",5.65608725872224
"188","female","gonad","inc.d9","PRLR","x.y93.g126_female_gonad_inc.d9",5.71724676009304
"189","female","gonad","inc.d17","PRLR","y126.w92.x_female_gonad_inc.d17",5.67015417968921
"190","female","gonad","inc.d17","PRLR","y130.o170.x_female_gonad_inc.d17",4.53165886927067
"191","female","gonad","inc.d9","PRLR","y140.w119.x_female_gonad_inc.d9",5.63864217987649
"192","female","gonad","hatch","PRLR","y7.g58_female_gonad_hatch",5.7365565021377
"193","female","hypothalamus","control","AVPR1B","R.G106_female_hypothalamus_control",5.45987497475943
"194","female","hypothalamus","control","AVPR1B","R.W44_female_hypothalamus_control",5.45987497475943
"195","female","hypothalamus","hatch","AVPR1B","blk21.x_female_hypothalamus_hatch",5.72966935467871
"196","female","hypothalamus","hatch","AVPR1B","blu103.x_female_hypothalamus_hatch",5.6383155291514
"197","female","hypothalamus","bldg","AVPR1B","blu38.g135.x_female_hypothalamus_bldg",5.82975872292699
"198","female","hypothalamus","n5","AVPR1B","blu55.g51_female_hypothalamus_n5",5.45987497475943
"199","female","hypothalamus","bldg","AVPR1B","g141.blu27.x_female_hypothalamus_bldg",5.63681229868823
"200","female","hypothalamus","inc.d9","AVPR1B","g75.x_female_hypothalamus_inc.d9",5.58474057728173
"201","female","hypothalamus","inc.d3","AVPR1B","o165.w122.x_female_hypothalamus_inc.d3",5.69913686900942
"202","female","hypothalamus","inc.d17","AVPR1B","o35.r51.x_female_hypothalamus_inc.d17",5.45987497475943
"203","female","hypothalamus","inc.d9","AVPR1B","o73.x_female_hypothalamus_inc.d9",5.81723820624369
"204","female","hypothalamus","bldg","AVPR1B","r.s056.g.o_female_hypothalamus_bldg",5.45987497475943
"205","female","hypothalamus","inc.d3","AVPR1B","r27.w111.blu125_female_hypothalamus_inc.d3",5.45987497475943
"206","female","hypothalamus","inc.d17","AVPR1B","r49.w189.x_female_hypothalamus_inc.d17",5.79876773133954
"207","female","hypothalamus","bldg","AVPR1B","r83.g45_female_hypothalamus_bldg",5.45987497475943
"208","female","hypothalamus","control","AVPR1B","s.x.ATLAS_female_hypothalamus_control",5.45987497475943
"209","female","hypothalamus","lay","AVPR1B","s095.g.blk.o_female_hypothalamus_lay",5.60780678121155
"210","female","hypothalamus","lay","AVPR1B","s176.blk.pu.r_female_hypothalamus_lay",5.45987497475943
"211","female","hypothalamus","inc.d3","AVPR1B","x.blu102.w105_female_hypothalamus_inc.d3",5.75333021692871
"212","female","hypothalamus","inc.d9","AVPR1B","x.blu122.r66_female_hypothalamus_inc.d9",5.63747538439035
"213","female","hypothalamus","n5","AVPR1B","x.g37_female_hypothalamus_n5",5.45987497475943
"214","female","hypothalamus","n5","AVPR1B","x.g49_female_hypothalamus_n5",5.45987497475943
"215","female","hypothalamus","n5","AVPR1B","x.o175.g21_female_hypothalamus_n5",5.70257098942574
"216","female","hypothalamus","inc.d3","AVPR1B","x.r33.w183_female_hypothalamus_inc.d3",5.66299785353066
"217","female","hypothalamus","inc.d17","AVPR1B","x.r48.y139_female_hypothalamus_inc.d17",5.63713704871582
"218","female","hypothalamus","lay","AVPR1B","x.w51_female_hypothalamus_lay",5.45987497475943
"219","female","hypothalamus","n9","AVPR1B","x.y138.w176_female_hypothalamus_n9",5.45987497475943
"220","female","hypothalamus","n9","AVPR1B","x.y9_female_hypothalamus_n9",5.45987497475943
"221","female","hypothalamus","inc.d3","AVPR1B","y13.x_female_hypothalamus_inc.d3",5.45987497475943
"222","female","hypothalamus","inc.d17","AVPR1B","y136.x_female_hypothalamus_inc.d17",5.78534828259604
"223","female","hypothalamus","n5","AVPR1B","y6.o54_female_hypothalamus_n5",5.45987497475943
"224","female","hypothalamus","n9","AVPR1B","y97.x_female_hypothalamus_n9",5.45987497475943
"225","female","hypothalamus","control","BRCA1","R.G106_female_hypothalamus_control",7.0908154235934
"226","female","hypothalamus","control","BRCA1","R.W44_female_hypothalamus_control",7.5677866321689
"227","female","hypothalamus","hatch","BRCA1","blk21.x_female_hypothalamus_hatch",7.41663475807259
"228","female","hypothalamus","hatch","BRCA1","blu103.x_female_hypothalamus_hatch",6.94037708643131
"229","female","hypothalamus","bldg","BRCA1","blu38.g135.x_female_hypothalamus_bldg",7.14176373895841
"230","female","hypothalamus","n5","BRCA1","blu55.g51_female_hypothalamus_n5",6.6434823764051
"231","female","hypothalamus","bldg","BRCA1","g141.blu27.x_female_hypothalamus_bldg",6.98175711268856
"232","female","hypothalamus","inc.d9","BRCA1","g75.x_female_hypothalamus_inc.d9",7.11226176801289
"233","female","hypothalamus","inc.d3","BRCA1","o165.w122.x_female_hypothalamus_inc.d3",7.04682530926577
"234","female","hypothalamus","inc.d17","BRCA1","o35.r51.x_female_hypothalamus_inc.d17",7.05608190409196
"235","female","hypothalamus","inc.d9","BRCA1","o73.x_female_hypothalamus_inc.d9",7.05745892130205
"236","female","hypothalamus","bldg","BRCA1","r.s056.g.o_female_hypothalamus_bldg",7.01149446992302
"237","female","hypothalamus","inc.d3","BRCA1","r27.w111.blu125_female_hypothalamus_inc.d3",7.02952905501602
"238","female","hypothalamus","inc.d17","BRCA1","r49.w189.x_female_hypothalamus_inc.d17",7.33467363110253
"239","female","hypothalamus","bldg","BRCA1","r83.g45_female_hypothalamus_bldg",7.22332052860296
"240","female","hypothalamus","control","BRCA1","s.x.ATLAS_female_hypothalamus_control",7.00637259782781
"241","female","hypothalamus","lay","BRCA1","s095.g.blk.o_female_hypothalamus_lay",7.25445560191833
"242","female","hypothalamus","lay","BRCA1","s176.blk.pu.r_female_hypothalamus_lay",6.96494117744899
"243","female","hypothalamus","inc.d3","BRCA1","x.blu102.w105_female_hypothalamus_inc.d3",7.26079484849191
"244","female","hypothalamus","inc.d9","BRCA1","x.blu122.r66_female_hypothalamus_inc.d9",6.55718586065457
"245","female","hypothalamus","n5","BRCA1","x.g37_female_hypothalamus_n5",6.76804292435469
"246","female","hypothalamus","n5","BRCA1","x.g49_female_hypothalamus_n5",6.88533159678013
"247","female","hypothalamus","n5","BRCA1","x.o175.g21_female_hypothalamus_n5",6.70647194248438
"248","female","hypothalamus","inc.d3","BRCA1","x.r33.w183_female_hypothalamus_inc.d3",6.77733349177383
"249","female","hypothalamus","inc.d17","BRCA1","x.r48.y139_female_hypothalamus_inc.d17",7.27980993376479
"250","female","hypothalamus","lay","BRCA1","x.w51_female_hypothalamus_lay",6.89487079156724
"251","female","hypothalamus","n9","BRCA1","x.y138.w176_female_hypothalamus_n9",7.11336417296279
"252","female","hypothalamus","n9","BRCA1","x.y9_female_hypothalamus_n9",6.63754971613587
"253","female","hypothalamus","inc.d3","BRCA1","y13.x_female_hypothalamus_inc.d3",7.10034078298128
"254","female","hypothalamus","inc.d17","BRCA1","y136.x_female_hypothalamus_inc.d17",6.73603608258751
"255","female","hypothalamus","n5","BRCA1","y6.o54_female_hypothalamus_n5",6.99614207412007
"256","female","hypothalamus","n9","BRCA1","y97.x_female_hypothalamus_n9",6.79640558467747
"257","female","hypothalamus","control","MYC","R.G106_female_hypothalamus_control",6.75488983922684
"258","female","hypothalamus","control","MYC","R.W44_female_hypothalamus_control",7.08693900057048
"259","female","hypothalamus","hatch","MYC","blk21.x_female_hypothalamus_hatch",6.70269971043924
"260","female","hypothalamus","hatch","MYC","blu103.x_female_hypothalamus_hatch",6.85540937573198
"261","female","hypothalamus","bldg","MYC","blu38.g135.x_female_hypothalamus_bldg",6.92530802905594
"262","female","hypothalamus","n5","MYC","blu55.g51_female_hypothalamus_n5",6.8601988304066
"263","female","hypothalamus","bldg","MYC","g141.blu27.x_female_hypothalamus_bldg",6.86379785106164
"264","female","hypothalamus","inc.d9","MYC","g75.x_female_hypothalamus_inc.d9",6.80184706893733
"265","female","hypothalamus","inc.d3","MYC","o165.w122.x_female_hypothalamus_inc.d3",6.73041057101824
"266","female","hypothalamus","inc.d17","MYC","o35.r51.x_female_hypothalamus_inc.d17",7.03217685634309
"267","female","hypothalamus","inc.d9","MYC","o73.x_female_hypothalamus_inc.d9",6.71199295297557
"268","female","hypothalamus","bldg","MYC","r.s056.g.o_female_hypothalamus_bldg",6.85316431837486
"269","female","hypothalamus","inc.d3","MYC","r27.w111.blu125_female_hypothalamus_inc.d3",6.84583466845502
"270","female","hypothalamus","inc.d17","MYC","r49.w189.x_female_hypothalamus_inc.d17",6.96559517067589
"271","female","hypothalamus","bldg","MYC","r83.g45_female_hypothalamus_bldg",6.97983646095095
"272","female","hypothalamus","control","MYC","s.x.ATLAS_female_hypothalamus_control",7.07971288943169
"273","female","hypothalamus","lay","MYC","s095.g.blk.o_female_hypothalamus_lay",6.80663654678406
"274","female","hypothalamus","lay","MYC","s176.blk.pu.r_female_hypothalamus_lay",6.78035808064983
"275","female","hypothalamus","inc.d3","MYC","x.blu102.w105_female_hypothalamus_inc.d3",6.59398020453771
"276","female","hypothalamus","inc.d9","MYC","x.blu122.r66_female_hypothalamus_inc.d9",6.82955352146314
"277","female","hypothalamus","n5","MYC","x.g37_female_hypothalamus_n5",6.76804292435469
"278","female","hypothalamus","n5","MYC","x.g49_female_hypothalamus_n5",6.82213622778175
"279","female","hypothalamus","n5","MYC","x.o175.g21_female_hypothalamus_n5",6.76751926910687
"280","female","hypothalamus","inc.d3","MYC","x.r33.w183_female_hypothalamus_inc.d3",6.97678015970927
"281","female","hypothalamus","inc.d17","MYC","x.r48.y139_female_hypothalamus_inc.d17",6.94036071486365
"282","female","hypothalamus","lay","MYC","x.w51_female_hypothalamus_lay",7.01846485101413
"283","female","hypothalamus","n9","MYC","x.y138.w176_female_hypothalamus_n9",6.80781543962306
"284","female","hypothalamus","n9","MYC","x.y9_female_hypothalamus_n9",6.93084089667205
"285","female","hypothalamus","inc.d3","MYC","y13.x_female_hypothalamus_inc.d3",6.84003550556366
"286","female","hypothalamus","inc.d17","MYC","y136.x_female_hypothalamus_inc.d17",6.9051621762739
"287","female","hypothalamus","n5","MYC","y6.o54_female_hypothalamus_n5",6.96766982391761
"288","female","hypothalamus","n9","MYC","y97.x_female_hypothalamus_n9",6.767639251741
"289","female","hypothalamus","control","PALB2","R.G106_female_hypothalamus_control",7.99805775593403
"290","female","hypothalamus","control","PALB2","R.W44_female_hypothalamus_control",7.84936218778412
"291","female","hypothalamus","hatch","PALB2","blk21.x_female_hypothalamus_hatch",8.57614768834277
"292","female","hypothalamus","hatch","PALB2","blu103.x_female_hypothalamus_hatch",8.29988304553554
"293","female","hypothalamus","bldg","PALB2","blu38.g135.x_female_hypothalamus_bldg",8.10805189066755
"294","female","hypothalamus","n5","PALB2","blu55.g51_female_hypothalamus_n5",8.44821757730371
"295","female","hypothalamus","bldg","PALB2","g141.blu27.x_female_hypothalamus_bldg",8.46346283287006
"296","female","hypothalamus","inc.d9","PALB2","g75.x_female_hypothalamus_inc.d9",8.30592910895999
